optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/grad_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-forward,timing/train-forward-stats,timing/train-backward,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-forward,timing_pct/train-forward-stats,timing_pct/train-backward,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at
0.0003,0,1.0947814137860523,560.5280838584588,2.6739156246185303,2.332024431228638,0.0,0.11545032262802124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23657071590423584,-1.8437868356704712,0.00078125,0.07384740561246872,-0.1666666567325592,0.000390625,0.1594582416915468,-0.9365262900079999,0.00546875,0.29758917912840843,-1.438870944082737,0.0125,0.8131596806285145,-0.1901155533371391,0.035546875,0.0,0.0,0.0,0.08646820084122586,-1.0733242192544228,0.9453125,49304,49304,1.420680160321889,727.3882420848072,0.07489795297384262,0.46389248967170715,0.4083714783191681,0.45528391003608704,0.3360676660779472,0.21566152572631836,0.007660627365112305,0.25459933280944824,0.012990474700927734,4.289243221282959,3.9510483741760254,5.974813938140869,0.030002355575561523,0.35758185386657715,1.4288265125719035,0.05075410389193282,1.6868019252673936,0.08606604539715078,28.417606769673814,26.176957853117354,39.58505131477889,0.198775191548876,2.369157214528143,2025-04-08 16:46:39.110638
0.0003,1,3.787948765790781,1939.42976808488,1.7044413089752197,1.3892874002456665,0.0,0.05694356933236122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008065364323556423,-0.404143363237381,0.000390625,0.07034027390182018,-0.9729710780084133,0.00078125,0.18077584273285335,-1.7577285236782498,0.003515625,0.20306406067866906,-1.4405544505399817,0.019921875,0.7024308584069693,0.2791827827371577,0.036328125,0.0,0.0,0.0,0.028418245014057382,-1.081557338924059,0.9390625,57964,57964,1.4248748490192458,729.5359226978538,,,,,0.8862459234902762,0.11176633834838867,0.006419777870178223,0.28410863876342773,0.00818777084350586,2.6425763368606567,4.137348413467407,2.9874069690704346,0.015001177787780762,0.19498145580291748,1.0759382942827342,0.06180111966970584,2.7350217310444704,0.07882101467688106,25.439225426988877,39.82893556432154,28.758798097247823,0.14441147379191713,1.8770232439701275,2025-04-08 16:46:44.774820
0.0003,2,3.6103239863075864,1848.4858809894843,0.8994506597518921,0.5693553984165192,0.0,0.023518755659461023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038336485624313354,-1.2705774307250977,0.001953125,0.06555708963423967,-0.3161170743405819,0.003125,0.19478028248517942,-1.2341915399600298,0.015234375,0.47338697585192596,-0.010885563763705168,0.034375,0.0,0.0,0.0,0.0042303266850384795,-1.0773477097188147,0.9453125,62390,62390,1.4307438789648828,732.54086603002,,,,,0.8773666683401108,0.07462684313456218,0.006891806920369466,0.31690200169881183,0.00637205441792806,2.0914551417032876,4.200089534123738,1.9916046460469563,0.010000785191853842,0.12998763720194498,0.8453489226634068,0.07806817641788111,3.5897641448254918,0.07218058691877546,23.691332455933583,47.5772875550204,22.560258094684144,0.11328568424739378,1.472458226191999,2025-04-08 16:46:50.483973
0.0003,3,3.9736142337922584,2034.4904877016363,0.5812654495239258,0.3883328795433044,0.0,0.01590482797473669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10777417570352554,-1.7602347135543823,0.000390625,0.042392555996775626,-1.0343512639403343,0.001953125,0.09106555048908506,-1.5326817205974035,0.00546875,0.15867413345136142,-1.48322720276682,0.01484375,0.29127307997809515,-0.1983966933356391,0.03515625,0.0,0.0,0.0,0.0028513720379539985,-1.0870359683313575,0.9421875,66694,66694,1.4353701373905405,734.9095103439568,,,,,0.9065626444499844,0.056104063987731934,0.012168169021606445,0.31739258766174316,0.005478024482727051,1.795089602470398,4.217294633388519,1.4937034845352173,0.007500588893890381,0.09749072790145874,0.7011058589099818,0.15205983286916078,3.966304523553,0.06845627191877016,22.432382756364817,52.70154427045025,18.66610348781317,0.09373129939270688,1.2182953544338195,2025-04-08 16:46:56.008111
0.0003,4,3.4545261967369036,1768.7174127292947,0.34362009167671204,0.2736614406108856,0.0,0.011097006034106016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028175230448444683,-1.4842806061108906,0.001171875,0.09810995367857125,-1.7023038497337928,0.005078125,0.16503596782684327,-1.300634880065918,0.009765625,0.25480015975673026,0.05728565774312833,0.03203125,0.0,0.0,0.0,0.0008325271421541285,-1.0558643239318322,0.951953125,71116,71116,1.4398662074953594,737.211498237624,,,,,0.5982660329024752,0.04497122764587402,0.01543412208557129,0.33592934608459474,0.005038833618164063,1.6364706993103026,4.758567571640015,1.1949627876281739,0.0060004711151123045,0.07799258232116699,0.5568937354278778,0.19112588984597764,4.15992531611616,0.062397560011382185,20.26496336354293,58.926944329253146,14.79762339911613,0.07430583838928309,0.9658082017800076,2025-04-08 16:47:04.378339
0.0003,5,3.9011838686112514,1997.4061407289607,0.22439420223236084,0.19474966526031495,0.0,0.009691195376217366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15877756476402283,-2.0650320053100586,0.000390625,0.1333150863647461,-0.5904784351587296,0.00078125,0.07499098777770996,-1.3088155814579554,0.002734375,0.19570922000067575,-1.646998507635934,0.0109375,0.17422955779619115,-0.41023380397468484,0.036328125,0.0,0.0,0.0,0.0008958041263048714,-1.092065829217753,0.948828125,75136,75136,1.4017218479377953,717.6815861441512,,,,,0.913143011605176,0.041292150815327965,0.020723501841227215,0.3363814353942871,0.004704475402832031,1.5122169256210327,4.666735967000325,0.9958023230234782,0.005000392595926921,0.06499381860097249,0.5399182315278843,0.2709715101841295,4.3983775640351634,0.06151367728756387,19.773091787332156,61.02023307774913,13.020678714527383,0.06538296199227776,0.8498309462304638,2025-04-08 16:47:09.885297
0.0003,6,3.4110992409919025,1746.482811387854,0.24077913165092468,0.18524251282215118,0.0,0.008118308056145907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055816883221268654,-0.9110322992006937,0.001171875,0.07254509860649705,-0.6365777980536222,0.0015625,0.05222801417112351,-0.6211005449295044,0.00390625,0.19235066324472427,-1.3771482706069946,0.0125,0.13752912296043648,0.15675370247809442,0.035546875,0.0,0.0,0.0,0.0004680109726003379,-1.076063852861893,0.9453125,79380,79380,1.4048244171793856,719.2701015958454,,,,,0.8882451707657812,0.03544102396283831,0.020087582724434987,0.3384366376059396,0.004448141370500837,1.4523895127432687,4.596461262021746,0.8535448483058384,0.004286050796508789,0.05570898737226214,0.4814829583654007,0.2728992471185955,4.597820696845825,0.06043008995851687,19.731393766381125,62.445095535428635,11.59580770269962,0.05822801337148965,0.7568327618203896,2025-04-08 16:47:15.525015
0.0003,7,3.399637398293853,1740.6143479264526,0.14728179574012756,0.13252477049827577,0.0,0.0059123130980879065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034511518043776356,-1.4475408097108204,0.001171875,0.08644954115152359,-1.751244891434908,0.003125,0.17335771955549717,-1.3653592616319656,0.0125,0.11119299875178808,0.12719707757654325,0.027734375,0.0,0.0,0.0,0.0003672282646302795,-1.0622595274731066,0.95546875,83378,83378,1.4037567247452867,718.7234430695868,,,,,0.9024760478183825,0.03122001886367798,0.020174026489257812,0.33444491028785706,0.004285186529159546,1.4130998253822327,4.53224715590477,0.7468517422676086,0.0037502944469451904,0.04874536395072937,0.43757263465731794,0.2827545351941244,4.687503270942848,0.060060193036715226,19.805683536779725,63.52294906177545,10.467702982161033,0.052563268108710856,0.6832038578959939,2025-04-08 16:47:21.076566
0.0003,8,3.582593989297413,1834.2881225202755,0.1274718940258026,0.10747384876012803,0.0,0.006292700488120318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006380158942192793,-0.4752306044101715,0.000390625,0.03585411962121725,-0.9355607144534588,0.00390625,0.08153145611286164,-1.931365696589152,0.005859375,0.174235280922481,-1.4367925235203334,0.013671875,0.09107448586395808,0.7338254905882335,0.0328125,0.0,0.0,0.0,0.0003200529524998635,-1.0439743263134058,0.943359375,87330,87330,1.4040508487425576,718.8740345561895,,,,,0.8851080496367395,0.027809778849283855,0.02316647105746799,0.3298924234178331,0.004218896230061849,1.3726096153259277,4.502385483847724,0.6638682153489854,0.0033335950639512804,0.043329212400648326,0.3989573321236964,0.3323447316103438,4.732615884789345,0.06052401903568319,19.69137090753482,64.59094937885143,9.523811516543981,0.04782354438352445,0.6215981463235833,2025-04-08 16:47:26.734336
0.0003,9,2.781467564099095,1424.1113928187367,0.1047699823975563,0.08246617093682289,0.0,0.005922723235562444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060768019407987595,-1.0821890830993652,0.00078125,0.03697253284709794,-1.60505553654262,0.002734375,0.05887390673160553,-1.1441443771123887,0.00390625,0.14696833746773855,-1.204894379207066,0.013671875,0.09625419627788455,-0.24350230638370957,0.03359375,0.0,0.0,0.0,0.00031873411999261083,-1.1087395029619707,0.9453125,91540,91540,1.401624896524432,717.6319470205092,,,,,0.9409780320213557,0.026628494262695312,0.02317197322845459,0.3403270483016968,0.004234743118286133,1.3686620712280273,4.404990243911743,0.5974813938140869,0.0030002355575561523,0.03899629116058349,0.3911644467069147,0.3403892085522084,4.999300382328714,0.062207082851504884,20.10522775111135,64.70797338083271,8.77681916684189,0.04407254388040921,0.5728436052361077,2025-04-08 16:47:32.074303
