optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/gard_max,optim/gard_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-backward,timing/train-forward-stats,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-backward,timing_pct/train-forward-stats,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at
0.0003,0,38.80437578226294,465.65250938715525,0,1.0382717720099859,1.0382717720099859,0.0,0.10372848159057044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71016628912517,-1.332343053817749,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.005915929597677998,-0.00505280072375926,0.8611111111111112,128,128,0.34015820031723804,4.081898403806856,0.06045639983455197,0.21230006217956543,0.8819669485092163,0.5522788763046265,2.471342498491121,0.7933526039123535,0.007812023162841797,0.5038084983825684,0.01897144317626953,0.03759002685546875,6.377682447433472,0.015541791915893555,1.5359718799591064,8.53917495134407,0.0840839649135733,5.4226946359628725,0.20419731600142998,0.40459666252010074,68.64557566734499,0.16728259234636828,16.532463643018204,2025-04-13 11:08:18.068276
0.0003,1,80.31570280036875,963.7884336044251,0,0.5174031846580052,0.5174031846580052,0.0,0.02188202994390546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21666079759597778,-0.09938428163528443,0.0992063492063492,0.0,0.0,0.0,0.0,0.0,0.0,0.0004306235912231326,0.0008804665197359833,0.9007936507936508,160,160,0.3366608003319296,4.039929603983155,,,,,72.90915532363644,0.3969602584838867,0.00871264934539795,0.3653700351715088,0.017789721488952637,0.036219239234924316,3.188841223716736,0.007770895957946777,0.7822623252868652,8.263237537573213,0.18136498448881228,7.605646472683886,0.37031589749544985,0.7540219390151671,66.37982502786643,0.16176117837470694,16.283794844420473,2025-04-13 11:08:18.374805
0.0003,2,0.6938550798289078,8.326260957946893,0,0.5607997154196104,0.5607997154196104,0.0,0.04744629996067878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4901299551129341,0.8097602399912748,0.04365079365079365,0.0,0.0,0.0,0.017288210103288293,-0.7623408279920879,0.07539682539682539,0.5764924228191376,1.1751603364944458,0.03968253968253968,0.0,0.0,0.0,0.002224705323142017,-0.010593689064372261,0.8412698412698413,304,304,0.36236864852686185,4.348423782322342,,,,,0.6933648001605879,10.274723688761393,0.00858147939046224,0.311862309773763,0.016858577728271484,0.038184007008870445,2.1258941491444907,0.0051805973052978516,0.5215082168579102,77.23732222342404,0.06450883828241474,2.344336494000758,0.12672957830013556,0.2870559665510783,15.980806529130016,0.03894367143096657,3.9202901613477263,2025-04-13 11:08:48.675717
0.0003,3,91.73769050746094,1100.8522860895314,0,0.6711963599636441,0.6711963599636441,0.0,0.03842586610421893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2974709689617157,0.7786474823951721,0.05952380952380952,0.0,0.0,0.0,0.005508230554617264,-1.180873990058899,0.04365079365079365,0.24968214188185003,0.9463781780666776,0.07142857142857142,0.0,0.0,0.0,0.003203770306964333,-0.017848434643103525,0.8253968253968254,304,304,0.36100531910615397,4.332063829273848,,,,,81.6398187025554,7.706337213516235,0.0090484619140625,0.28267133235931396,0.016521692276000977,0.040822744369506836,1.594420611858368,0.0038854479789733887,0.3911311626434326,76.71935360111166,0.09008068682922424,2.8140945950477745,0.16447937803553836,0.4064400856632323,15.873029601601047,0.038681029539527824,3.8938511435270717,2025-04-13 11:08:48.949591
0.0003,4,0.6938726803381257,8.326472164057508,0,0.5011970195032301,0.5011970195032301,0.0,0.02347541656456001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20822348798576154,0.45053431234861674,0.07539682539682539,0.0,0.0,0.0,0.006752890936860984,0.9396939927881415,0.04365079365079365,0.056777915172278884,-2.256572961807251,0.03968253968253968,0.0,0.0,0.0,0.006214612365682733,0.021932578100910725,0.8412698412698413,432,432,0.3582638956296296,4.299166747555556,,,,,0.6933493594366998,12.16988558769226,0.008393573760986327,0.2680660247802734,0.016561126708984374,0.04235420227050781,1.2755364894866943,0.003108358383178711,0.31290493011474607,86.33076283185522,0.059542353167578305,1.9016073932517905,0.11748135936360513,0.30046823724531196,9.048403730978244,0.02205007996508997,2.2196857247346427,2025-04-13 11:09:19.252598
0.0003,5,85.26485327984619,1023.1782393581543,0,0.49641294067814234,0.49641294067814234,0.0,0.022944764721961247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21918445121910837,1.3605084982183244,0.07142857142857142,0.0,0.0,0.0,0.009294509992469103,0.25050939321517945,0.03968253968253968,0.028738204286330275,-0.578836652967665,0.03571428571428571,0.0,0.0,0.0,0.006907775218403617,0.05729059424511222,0.8531746031746031,432,432,0.35725523677410437,4.287062841289252,0.0017600524939084818,0.34617143869400024,0.30643534660339355,0.2630213797092438,2.6552880473037144,10.141649802525839,0.00836169719696045,0.25886356830596924,0.016506115595499676,0.04209482669830322,2.083728472391764,0.00488436222076416,0.5118022759755453,77.60738450629746,0.06398657635842638,1.9809128565245948,0.12631046078975203,0.3221240591927697,15.945405324817267,0.03737681583527656,3.916501850119038,2025-04-13 11:09:27.176397
0.0003,6,82.43938653683081,989.2726384419698,0,0.49585582670711337,0.49585582670711337,0.0,0.02411609347022715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14009367896332628,2.1115364205269587,0.08333333333333333,0.0,0.0,0.0,0.07120572009755831,-2.253948526723044,0.05555555555555555,0.012030655772171238,-1.7574117617173628,0.04365079365079365,0.0,0.0,0.0,0.009738208509041267,0.0998350462143861,0.8174603174603174,480,480,0.36797803581266514,4.415736429751981,,,,,74.35811447959256,8.69320113318307,0.007982424327305384,0.25354412623814176,0.016749007361275808,0.041345834732055664,1.786052976335798,0.004186596189226423,0.44071037428719656,77.31568786024386,0.07099417328585157,2.254973538826737,0.1489625059024913,0.3677317332132904,15.884817606845774,0.037234795238724167,3.9195947744836985,2025-04-13 11:09:27.473109
0.0003,7,0.6929710719590282,8.315652863508339,0,0.5515627137252263,0.5515627137252263,0.0,0.031648811795527025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15178626361820433,1.5466610259479947,0.07142857142857142,0.0,0.0,0.0,0.125167911613567,-0.26253024737040204,0.03571428571428571,0.00579402163081492,0.3744225700696309,0.047619047619047616,0.0,0.0,0.0,0.019001447084084362,0.1554195890684083,0.8452380952380952,592,592,0.3547879971870404,4.257455966244485,,,,,0.6924070485126579,11.36007171869278,0.007963120937347412,0.25190114974975586,0.016911834478378296,0.042509496212005615,1.5627963542938232,0.00366327166557312,0.385621577501297,83.33728430324255,0.05841731372213457,1.8479423592428472,0.12406491727467474,0.3118537188246456,11.464646290176956,0.026873695856297803,2.8289130415268615,2025-04-13 11:09:57.819738
0.0003,8,85.12953879669033,1021.5544655602839,0,0.45378582108588444,0.45378582108588444,0.0,0.026295498811772892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07629566573921372,1.3510730441878824,0.06746031746031746,0.0,0.0,0.0,0.02407151496467682,0.02680180622981145,0.051587301587301584,0.003583929307448367,-0.1975330114364624,0.023809523809523808,0.0,0.0,0.0,0.023125028099726747,0.18057026355354874,0.8571428571428571,592,592,0.35405981930434544,4.2487178316521454,,,,,76.55495845034248,10.098018222384983,0.007958571116129557,0.24772964583502877,0.01674983236524794,0.0432896614074707,1.3891523149278429,0.00325624148050944,0.34277473555670845,83.11857869748827,0.06550841017192532,2.0391066454400297,0.13787084049168782,0.3563305490633727,11.434359046329506,0.026802701064231757,2.8214396335434535,2025-04-13 11:09:58.107357
0.0003,9,0.6943997917944961,8.332797501533953,0,0.8739894706578482,0.8739894706578482,0.0,0.06545763928443193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33576191180656034,-0.12809766684809037,0.12301587301587301,0.0,0.0,0.0,0.01171194131557758,-1.9977258168734038,0.051587301587301584,0.0027487853852411113,3.234200398127238,0.011904761904761904,0.0,0.0,0.0,0.02890831461039985,0.2721407012241643,0.8134920634920635,768,768,0.3773152293229824,4.5277827518757885,,,,,0.6939712542255302,12.090945291519166,0.007792353630065918,0.24180898666381836,0.016407990455627443,0.04284744262695313,1.2502370834350587,0.002930617332458496,0.3084972620010376,86.60224890077002,0.05581328277675118,1.7319739312848899,0.11752338953980737,0.3069092730544464,8.954911338533709,0.020990753455521836,2.209633409536594,2025-04-13 11:10:28.384309
