optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/grad_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-forward,timing/train-forward-stats,timing/train-backward,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-forward,timing_pct/train-forward-stats,timing_pct/train-backward,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at,loss/valid_snapshot_0100,loss/valid_snapshot_0200
0.0003,0,2.512314781127594,1286.3051679373282,0.9755766987800598,0.6452472031116485,0.0,0.05823165625333786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6810387447476387,-0.9038972854614258,0.00625,0.6260983304279607,0.058539175405734924,0.048046875,0.9178537073589507,-0.1814678424880618,0.01640625,0.0,0.0,0.0,0.009506714549471522,-0.011148805125213662,0.929296875,1030,1030,0.0027826422774621887,1.4247128460606406,0.04829993475228548,0.12545906007289886,0.7666338086128235,0.5701173543930054,0.24901595658625886,0.23448657989501953,0.03930974006652832,0.3349575996398926,0.014252662658691406,1.5993828773498535,5.8097083568573,8.776829481124878,0.03499007225036621,3.470127582550049,1.1543071063091805,0.19351006068780197,1.6488958035453254,0.07016158365276419,7.873282223062408,28.599451810447306,43.205699215119765,0.1722456315706929,17.08248888433034,2025-04-07 15:09:30.004280,,
0.0003,1,0.025510151732179617,13.061197686875964,0.422527015209198,0.3552621126174927,0.0,0.044530242681503296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7050093061783734,-0.3517447078929228,0.006640625,0.5138628945421817,0.0286627883341775,0.05234375,0.8649320882909438,0.33507617782143984,0.01328125,0.0,0.0,0.0,0.0015776585528725071,-0.005920196633589895,0.927734375,1294,1294,0.002697067296356211,1.38089845573438,,,,,0.02430989401472433,97.54419040679932,0.03340756893157959,0.3200608491897583,0.009001612663269043,1.2073100805282593,7.744904637336731,4.388414740562439,0.017495036125183105,1.7452163696289062,86.31464911729279,0.029561602573822437,0.2832146105143243,0.007965323565448221,1.0683213991727727,6.853293783647253,3.8832090043816616,0.015480961994167942,1.544302515096526,2025-04-07 15:12:55.708344,,
0.0003,2,0.010908800274734114,5.585305740663866,0.44330787658691406,0.3434982717037201,0.0,0.03729318082332611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622127890586853,-0.2504078547159831,0.005859375,0.356208359753644,-0.11495976977878147,0.052734375,0.7551256219546,-0.5914365003506342,0.01875,0.0,0.0,0.0,0.0007639549338242243,-0.004406076760538345,0.92265625,1966,1966,0.0027327644544422837,1.3991754006744492,,,,,0.010775992416943705,217.3848320643107,0.03201087315877279,0.32753531138102215,0.00688926378885905,1.108965317408244,7.05036473274231,2.925609827041626,0.011663357416788736,1.1634775797526042,94.5104798068099,0.013917084060287752,0.14239962898209688,0.0029951842546591632,0.48213503785930156,3.0652256193516236,1.2719414958971136,0.005070774695508255,0.5058348517819032,2025-04-07 15:20:39.724323,,
0.0003,3,0.010869565730058877,5.565217653790145,0.43537595868110657,0.2895423799753189,0.0,0.029249807447195054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602020780245463,-1.508847885661655,0.00703125,0.23293560330230412,-0.28161239387965437,0.039453125,0.5713037866534609,-0.5135165886445479,0.02578125,0.0,0.0,0.0,0.0011834058887080143,-0.008440511025880513,0.927734375,2622,2622,0.0027374089089855606,1.401553361400607,,,,,0.010666994975382461,277.67971658706665,0.02768862247467041,0.33017414808273315,0.006029725074768066,1.10309237241745,7.474978923797607,2.1942073702812195,0.008747518062591553,0.8726081848144531,95.85169361016511,0.009557778978420544,0.11397213908528407,0.0020813884698667904,0.3807742005942117,2.5802731641919396,0.7574139557558072,0.003019537874391375,0.3012138351356017,2025-04-07 15:28:28.479129,,
0.0003,4,0.012694544611050886,6.499606840858053,0.3670633137226105,0.3109781861305237,0.0,0.029064949601888657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6596672534942627,1.768181562423706,0.003125,0.3881028379712786,-0.9285697511264256,0.00546875,0.20730293144300146,-0.5075457350721637,0.040234375,0.4070791846827457,-0.3538956328442222,0.037109375,0.0,0.0,0.0,0.001568706117124639,0.0005479138631087083,0.9140625,3290,3290,0.0028265032259566785,1.4471696516898194,,,,,0.012528654539164071,300.67507734298704,0.02647223472595215,0.32057967185974123,0.005427360534667969,1.064296007156372,7.025750303268433,1.7553658962249756,0.006998014450073242,0.6980865478515625,96.50072338284303,0.008496180738321453,0.1028890405871913,0.0017418943474902828,0.3415824666668433,2.2548929149756574,0.5633791808891795,0.0022459907972529115,0.22404868885977422,2025-04-07 15:35:07.581165,,
0.0003,5,0.012688614418669874,6.496570582358975,0.6176086664199829,0.4326440095901489,0.0,0.02196224071085453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27059220522642136,1.1656645238399506,0.0078125,0.43006147146224977,0.5994232892990112,0.0078125,0.13712500155657187,-0.04504589787844954,0.033984375,0.23569969375534813,-1.0123963792725366,0.039453125,0.0,0.0,0.0,0.0027764664761607072,-0.0017503394296402384,0.9109375,3886,3886,0.002839784101157242,1.453969459792508,,,,,0.01251521959266068,316.00612966219586,0.02646164099375407,0.3193935553232829,0.005087375640869141,1.0613054037094116,6.767054200172424,1.462804913520813,0.005831678708394368,0.5817387898763021,96.86432974371577,0.008111200632465003,0.09790266629930287,0.0015594166864233716,0.3253184888963697,2.074283535431347,0.448388826018898,0.0017875654816353265,0.17831849663019206,2025-04-07 15:41:47.108255,,
0.0003,6,0.010870383389340613,5.565636295342394,0.4302056133747101,0.31681797206401824,0.0,0.022014580294489862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2671112102620742,1.4320307759677662,0.01328125,0.4327264130115509,-0.4192972555756569,0.0125,0.13468848168849945,0.06110016107559204,0.03125,0.17581682155529657,-0.3602278729279836,0.0375,0.0,0.0,0.0,0.0024912887549379758,0.007397362417553498,0.90546875,4614,4614,0.0028716852065479785,1.470302825752565,,,,,0.01070474768166582,336.3748175076076,0.027334928512573242,0.3153182438441685,0.004919154303414481,1.0606557641710554,6.81921775000436,1.2538327830178397,0.004998581750052316,0.4986332484654018,97.11718452366898,0.00789206313352169,0.09103779021864734,0.0014202442968974628,0.3062295279068084,1.968825488911207,0.36200304961121227,0.0014431763643112073,0.14396397911016537,2025-04-07 15:49:34.207099,,
0.0003,7,0.015261238571235992,7.813754148472828,0.3181226849555969,0.26738970577716825,0.0,0.022830725833773612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25841518106131717,1.13238604315396,0.02265625,0.36875747271946496,-0.8508486883980887,0.013671875,0.11190395832061767,0.21404489517211914,0.029296875,0.12435117311644972,-0.25686694446362945,0.04453125,0.0,0.0,0.0,0.00350449428524858,0.012417432035240194,0.88984375,5250,5250,0.0029525630776119503,1.5117122957373186,,,,,0.015087029060876505,335.12828329205513,0.027593284845352173,0.3098820447921753,0.00466570258140564,1.0429844856262207,6.441049933433533,1.0971036851406097,0.004373759031295776,0.43630409240722656,97.28180867114108,0.008009842173167256,0.08995327250795794,0.0013543708736907815,0.302759934735905,1.8697231832378067,0.31846978041313767,0.0012696248286671484,0.12665135518569912,2025-04-07 15:55:05.628527,,
0.0003,8,0.012659905695295475,6.481871715991283,0.2920335531234741,0.2620534896850586,0.0,0.02287166193127632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18882444847461788,1.1295234990674397,0.03359375,0.2847614241581337,-0.4529673819448434,0.019921875,0.09265993851603883,0.1377122655059352,0.02578125,0.09084877642718228,-0.7752869606018067,0.04296875,0.0,0.0,0.0,0.005198397687344112,0.031138874660028477,0.877734375,5874,5874,0.0029632606500988607,1.5171894528506167,,,,,0.012478470634861329,341.61743224991693,0.028316497802734375,0.3118961652119954,0.004544231626722548,1.0445426570044622,6.36489831076728,0.975203275680542,0.0038877858055962455,0.3878258599175347,97.3994543961101,0.008073391976019835,0.08892554492846658,0.0012956179612301727,0.29781233415298747,1.8147132539964452,0.2780427987852111,0.0011084569478204893,0.11057406206670325,2025-04-07 16:01:46.335130,,
0.0003,9,0.015242176214000657,7.803994221568336,0.2881670296192169,0.21512796580791474,0.0,0.022960301116108896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17852090500496529,0.8832317902161194,0.043359375,0.23303350637543876,-0.5898536415594928,0.020703125,0.06407652987587836,0.39402856942146053,0.02421875,0.07731903331321582,-0.15280312404297947,0.04453125,0.0,0.0,0.0,0.006227323815629289,0.06074573757412197,0.8671875,6458,6458,0.0029992924507817867,1.5356377348002748,,,,,0.015038062755113008,340.1282909154892,0.02946603298187256,0.30769712924957277,0.004467391967773437,1.0396547794342041,6.174535870552063,0.8776829481124878,0.003499007225036621,0.34904327392578127,97.48188983146282,0.008445062223956107,0.08818701194843268,0.0012803692702664867,0.2979684882982593,1.7696424928510623,0.25154682730027145,0.001002827009515836,0.10003695336151944,2025-04-07 16:07:18.832606,,
0.0003,10,0.012596600377964564,6.449459393517857,0.24044089019298553,0.20661101043224334,0.0,0.022112971916794778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4100366234779358,0.24334579706192017,0.000390625,0.15887219591658244,1.057670001835786,0.050390625,0.17496879258245793,0.44701593102149245,0.020703125,0.09461095063917098,0.5312333645359162,0.02421875,0.051866254210472106,-0.5779910723368327,0.046875,0.0,0.0,0.0,0.0065337040972872585,0.06832735065990266,0.857421875,7040,7040,0.0029846934996787893,1.5281630718355401,0.010871714055538178,0.2039056122303009,0.17247150838375092,0.12596037983894348,0.012159549823912706,345.17022976008326,0.030146295374090023,0.3133194229819558,0.0044695030559193,1.0314300710504705,6.0319696122949775,1.3614652373573997,0.0074138641357421875,0.6292849454012784,97.34629504320371,0.008501979345048098,0.08836360254349777,0.0012605072096757521,0.2908880527810888,1.7011603056794404,0.38396589641864143,0.0020908877514431773,0.1774737070775161,2025-04-07 16:14:10.069500,,
0.0003,11,0.01270635788819582,6.50565523875626,0.26946771144866943,0.24725589752197266,0.0,0.018017298728227615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5355838537216187,-1.4960765838623047e-05,0.000390625,0.12189847184706104,0.8207598841467569,0.050390625,0.08950385673722225,-0.8542349445286082,0.026171875,0.04727482099037666,-6.656213240189986e-05,0.030078125,0.04456760033522502,-0.7072040633399888,0.039453125,0.0,0.0,0.0,0.007197048571344371,0.07296175312941353,0.853515625,7748,7748,0.0030177376671356145,1.5450816855734346,,,,,0.012540200590935498,349.07376593351364,0.030217925707499187,0.3138134678204854,0.004548788070678711,1.0399482448895772,5.963984330495198,1.2480098009109497,0.006796042124430339,0.5778711438179016,97.43615884257841,0.008434660225053733,0.08759403278480972,0.0012696927705541008,0.2902783659669831,1.664713425310278,0.3483541104083277,0.0018969636350815624,0.16129984563293642,2025-04-07 16:20:48.796196,,
