optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/grad_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_9,val/train_9,shares/train_9,loss/train_10,val/train_10,shares/train_10,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-forward,timing/train-forward-stats,timing/train-backward,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-forward,timing_pct/train-forward-stats,timing_pct/train-backward,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at
0.0003,0,4.365688715023417,2235.2326220919895,1.4763249158859253,1.0963854789733887,0.0,0.020894268155097963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020894268155097963,-0.017488968744874,1.0,1054,1054,0.017550851475568143,8.98603595549089,0.006380611201748252,0.0007916641188785434,0.0,0.0,0.43860165188792194,0.28004002571105957,0.0015268325805664062,0.22962713241577148,0.01112222671508789,0.8915014266967773,0.023140668869018555,3.2625436782836914,0.05419349670410156,6.926128149032593,2.3976371103756655,0.013072382946692765,1.9660137254710206,0.09522590013479348,7.632826411773281,0.19812498694925876,27.93313483460938,0.46399202581434296,59.30017890788443,2025-04-06 07:47:20.933781
0.0003,1,0.2248588547362897,115.12773362498032,0.5922548174858093,0.4465865731239319,0.0,0.0036336205899715423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036336205899715423,-0.018831328302621842,1.0,1334,1334,0.01738727410370189,8.902284341095367,,,,,0.22453966094270505,10.955328583717346,0.001592397689819336,0.21127188205718994,0.011060118675231934,0.6472289562225342,0.033556580543518066,1.6312718391418457,0.02709674835205078,3.487998843193054,64.418816034666,0.009363514115584063,1.2423072844905656,0.06503499596719373,3.805793933481534,0.19736770863560613,9.592099379328033,0.15933255072082045,20.50990566752483,2025-04-06 07:47:43.251364
0.0003,2,0.06766968850750689,34.64688051584353,0.32076728343963623,0.3043858230113983,0.0,0.001414312212727964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001414312212727964,-0.018654774874448776,1.0,1960,1960,0.017105005040986134,8.7577625809849,,,,,0.06764996500521277,31.71136466662089,0.0015932718912760417,0.21232191721598306,0.011122941970825195,0.5753937562306722,0.042164246241251625,1.0875145594278972,0.018064498901367188,2.3253325621287027,88.12414660936889,0.004427615374219017,0.5900309859833401,0.030910046895466847,1.5989877529792975,0.11719333401099612,3.0221434328786136,0.05020025364233237,6.461971907385748,2025-04-06 07:48:57.209800
0.0003,3,0.0676906612259499,34.65761854768635,0.3292686343193054,0.2950896590948105,0.0,0.0013838348910212516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013838348910212516,-0.01749652698636055,1.0,2590,2590,0.016989937610220236,8.69884805643276,,,,,0.06765136364054114,42.098105788230896,0.0015219449996948242,0.20959818363189697,0.010741055011749268,0.5281969904899597,0.05752485990524292,0.8156359195709229,0.01354837417602539,1.743999421596527,92.56628655263354,0.003346487788970401,0.4608693233035131,0.02361767964327607,1.1614117324870479,0.12649721221106747,1.7934390833026501,0.029790477809357254,3.834746176448224,2025-04-06 07:50:11.153021
0.0003,4,0.06767937863822301,34.65184186277018,0.2002228945493698,0.13614265918731688,0.0,0.00032612071954645215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032612071954645215,-0.01671824436634779,1.0,3210,3210,0.01686759366876726,8.636207958408837,,,,,0.06764150022940643,48.32305617332459,0.0015861988067626953,0.209393310546875,0.011396026611328125,0.5068599224090576,0.06195087432861328,0.6525087356567383,0.010838699340820313,1.3951995372772217,94.43115135474729,0.003099691771622946,0.40918875929537823,0.022269698959378057,0.9904871471081922,0.12107518128085511,1.2751087380750206,0.021180590363955573,2.7264479755199718,2025-04-06 07:51:25.109409
0.0003,5,0.06253921800009353,32.02007961604789,0.1856624037027359,0.1683494657278061,0.0,0.00047641898272559046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047641898272559046,-0.016142864339053632,1.0,3880,3880,0.016774832614073504,8.588714298405634,,,,,0.06251429907218752,53.474207282066345,0.0015833377838134766,0.21467955907185873,0.011587421099344889,0.4986438751220703,0.07039225101470947,0.5437572797139486,0.009032249450683594,1.1626662810643513,95.51259388727912,0.0028280680802626637,0.38344844334713907,0.020696793873441616,0.8906493870529245,0.12573781181628596,0.9712283897285127,0.01613289130442264,2.0766885190830147,2025-04-06 07:52:45.165874
0.0003,6,0.059871341843518604,30.654127023881525,0.15443624556064606,0.08509033992886543,0.0,0.00012454845455067698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012454845455067698,-0.015479863248765468,1.0,4536,4536,0.016548693753093934,8.472931201584094,,,,,0.05984857649662301,57.667340993881226,0.0015863691057477678,0.21743767602103098,0.011611597878592355,0.48934125900268555,0.07305867331368583,0.46607766832624165,0.0077419281005859375,0.9965710980551583,96.22326269499759,0.002647002767299298,0.3628147623761849,0.01937501909614699,0.8165109002947146,0.12191034490176902,0.7776934594641087,0.012918119139002914,1.6628705417955447,2025-04-06 07:54:08.761822
0.0003,7,0.0676450589999729,34.63427020798613,0.10160801559686661,0.08764174580574036,0.0,0.00013132361200405285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013132361200405285,-0.014529628306627273,1.0,5134,5134,0.0164553882821362,8.425158800453735,,,,,0.06762231210110625,59.612957179546356,0.001570284366607666,0.21916648745536804,0.011263400316238403,0.4845159351825714,0.07422822713851929,0.4078179597854614,0.006774187088012695,0.8719997107982635,96.63263491466438,0.002545431783455744,0.35526899133718026,0.018257977831541348,0.7854005855441595,0.12032761841700537,0.6610731271206444,0.010980960829505115,1.4135119894399903,2025-04-06 07:55:22.766306
0.0003,8,0.0626136961184415,32.05821241264205,0.09107162803411484,0.07116131410002709,0.0,8.000719026313163e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.000719026313163e-05,-0.014206458069384097,1.0,5772,5772,0.01635506521479415,8.373793389974605,,,,,0.06258962508511587,61.79408484035068,0.0015334818098280164,0.21812799241807726,0.011177301406860352,0.47340530819363064,0.07538827260335286,0.36250485314263237,0.0060214996337890625,0.7751108540429009,96.9815591704554,0.0024066940591624566,0.3423368572911186,0.017542004555225806,0.7429770183797372,0.11832397611473358,0.5689263940951332,0.009450328854904608,1.2164830881343176,2025-04-06 07:56:42.701767
0.0003,9,0.06254601455186078,32.02355945055272,0.04560919478535652,0.03947349786758423,0.0,2.4057063274085522e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4057063274085522e-05,-0.014554102532565593,1.0,6412,6412,0.016278262600619358,8.334470451517111,,,,,0.06252505628531713,63.538577103614806,0.001502394676208496,0.22093894481658935,0.011264681816101074,0.46982417106628416,0.07768659591674805,0.32625436782836914,0.005419349670410157,0.6975997686386108,97.22950713856297,0.0022990299838968604,0.3380904277601302,0.017237708349467095,0.718945476541996,0.11888270730124394,0.49924869003638855,0.00829292567578659,1.0674976490911832,2025-04-06 07:58:02.741115
