optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/gard_max,optim/gard_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,bps/loop,timing/start,timing/train-get_batch,timing/train-backward,timing/train-forward-stats,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-backward,timing_pct/train-forward-stats,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at
0.0003,0,11.53748068457909,369.1993819065309,0,0.7490029744803905,0.7490029744803905,0.0,0.10636634193360806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765920352935791,-0.9820862054824829,0.05859375,0.9128954569498698,-0.16049137512842815,0.05859375,0.0,0.0,0.0,0.009059938907095817,-0.002245606343566844,0.8828125,1104,1104,0.1430919658187976,4.578942906201523,0.08542137719166931,2.236728767965209,0.31685638427734375,0.002332448959350586,0.6686344146728516,0.01901531219482422,0.03074193000793457,2.8413729667663574,0.014485597610473633,3.886222839355469e-05,8.1381114069175,0.05990641320179045,17.173147290426293,0.4883876000533578,0.7895730169326446,72.97757248882962,0.37204681047747956,0.0012002102614280823,2025-04-13 10:55:05.565225
0.0003,1,80.48073874197998,2575.3836397433593,0,0.7895275317132473,0.7895275317132473,0.0,0.121053421869874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6963315145535902,-0.03602946888316761,0.0859375,0.9247151128947735,1.3409798741340637,0.0625,0.0,0.0,0.0,0.0040134885305658395,-0.014830968522150581,0.8515625,1116,1116,0.1428634755743795,4.571631218380144,,58.29895857585161,0.15867853164672852,0.0035276412963867188,0.37588322162628174,0.01326453685760498,0.03629028797149658,1.4206864833831787,0.007242798805236816,0.013782024383544922,7.819139557316805,0.1738301918876523,18.522249586309012,0.6536313625821493,1.788391471668697,70.00660874212055,0.35690054638138996,0.679131391744906,2025-04-13 10:55:05.724394
0.0003,2,65.69291882759012,2102.173402482884,0,0.6226894073188305,0.6226894073188305,0.0,0.07403055974282324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6025049109011889,0.22713660821318626,0.0625,0.8695039689540863,-0.9163051962852478,0.0390625,0.0,0.0,0.0,0.0026813248901263525,-0.005802616995313893,0.8984375,1120,1120,0.14327509873038644,4.584803159372366,,54.95699343878878,0.1061096986134847,0.0032192071278889975,0.2870031197865804,0.010919809341430664,0.03687675793965658,0.9471243222554525,0.004828532536824544,0.009188016255696615,7.550825635110607,0.2290805838073123,20.423302888976725,0.7770597540394533,2.624312150273109,67.39789769994115,0.34360108204460643,0.6538243872696322,2025-04-13 10:55:05.883515
0.0003,3,81.91820003954992,2621.3824012655973,0,0.7058118656277657,0.7058118656277657,0.0,0.08293113159015775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4163875010880557,-0.9027466340498491,0.0859375,0.7447669319808483,0.72367974370718,0.0625,0.0,0.0,0.0,0.0007044653826897298,-0.00024144724011421204,0.8515625,1120,1120,0.1431962198828692,4.582279036251815,,66.32726352660252,0.07979917526245117,0.003329634666442871,0.23630666732788086,0.009628653526306152,0.037469685077667236,0.7103432416915894,0.003621399402618408,0.006891012191772461,7.338584202076572,0.3062037205457403,21.731507499849354,0.8854813902903581,3.4459566603108573,65.32540811838003,0.3330353272206069,0.6337192463523349,2025-04-13 10:55:06.014765
0.0003,4,83.14113542657786,2660.5163336504916,0,0.42778559401631355,0.42778559401631355,0.0,0.02925962395966053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2925436117432334,-2.570720986886458,0.04296875,0.5147157236933708,0.5552081167697906,0.03125,0.0,0.0,0.0,0.0006529880836920396,-0.0018874040887325624,0.92578125,1120,1120,0.1431210712517123,4.579874280054794,,69.2939803772151,0.06396980285644531,0.003449153900146484,0.2057422161102295,0.008818292617797851,0.03617873191833496,0.5682745933532715,0.0028971195220947265,0.005512809753417969,7.1487042862784556,0.38544719803723604,22.991946144905707,0.9854550650402324,4.043236344893486,63.50538597725827,0.32375667612945985,0.6160632822667201,2025-04-13 10:55:06.141293
0.0003,5,78.6505120397912,2516.8163852733182,0,0.39481949247419834,0.39481949247419834,0.0,0.02861302619567141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10360979164640109,-0.7553031543890635,0.046875,0.40364691615104675,0.288241446018219,0.05859375,0.0,0.0,0.0,0.00011752546596133423,-0.012198104933880302,0.89453125,1120,1120,0.14304289164988335,4.577372532796267,,63.40200252062891,0.053423126538594566,0.0031578540802001953,0.1864271561304728,0.008462746938069662,0.03679800033569336,0.47356216112772626,0.002414266268412272,0.004594008127848308,6.948527393380492,0.41072915424965817,24.247817100460757,1.1007148538927671,4.786330666718767,61.59429187820498,0.31401373127905474,0.5975238326552345,2025-04-13 10:55:06.279692
0.0003,6,82.29955041683938,2633.58561333886,0,0.23454326298087835,0.23454326298087835,0.0,0.009651632251916453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06036074019291184,-0.9426402070305564,0.04296875,0.34929305613040923,1.7484962463378906,0.01953125,0.0,0.0,0.0,0.0002516015723813325,-0.016159019619226455,0.9375,1120,1120,0.14296449180492443,4.574863737757582,,67.45707743371283,0.045868124280657084,0.002994332994733538,0.17220115661621094,0.007982049669538225,0.03675723075866699,0.40591042382376535,0.002069371087210519,0.003937721252441406,6.767986751708943,0.4418233000887655,25.408825080273733,1.1777766643424545,5.4238767870612135,59.89336633890473,0.3053422463258767,0.5810232200771477,2025-04-13 10:55:06.411143
0.0003,7,85.84572324743073,2747.0631439177832,0,0.2821682021021843,0.2821682021021843,0.0,0.013838306302204728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047154774231945765,-1.5566170005237354,0.06640625,0.26979983747005465,0.10948331356048584,0.0390625,0.0,0.0,0.0,0.0001876715552387149,-0.015649962112893184,0.89453125,1120,1120,0.14288941673017277,4.572461335365529,,65.60775848584389,0.040235817432403564,0.00275459885597229,0.16095879673957825,0.007700175046920776,0.03793436288833618,0.3551716208457947,0.001810699701309204,0.0034455060958862305,6.595896940445674,0.4515640870671238,26.38613311972622,1.2622972335086187,6.21875403870235,58.223631499611464,0.2968297746155129,0.5648251872681119,2025-04-13 10:55:06.544612
0.0003,8,80.58201589333359,2578.624508586675,0,0.22489297948777676,0.22489297948777676,0.0,0.009526479785563424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022191622853279115,0.2884936809539795,0.05859375,0.12961408961564302,0.3743905872106552,0.0625,0.0,0.0,0.0,0.00014257335466229254,-0.0159657703505622,0.87890625,1120,1120,0.142810286667267,4.569929173352544,,62.22968344018857,0.03581510649787055,0.0027063157823350695,0.1528092755211724,0.007473521762424045,0.03817198011610243,0.31570810741848415,0.0016095108456081813,0.0030626720852322048,6.425875672027027,0.4855618326184146,27.416738411484538,1.3408845142029822,6.848883870355202,56.643725100824504,0.2887752570908087,0.5494985766707141,2025-04-13 10:55:06.681906
0.0003,9,82.14662521115382,2628.692006756922,0,0.1761386077851057,0.1761386077851057,0.0,0.006246167671633884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196822538273409,-0.24675573408603668,0.0625,0.10413843548546235,0.83452441294988,0.046875,0.0,0.0,0.0,0.00015106027549655553,-0.02345394415029308,0.890625,1120,1120,0.14272948067147181,4.567343381487098,,60.06363935787831,0.032328009605407715,0.002645277976989746,0.14614431858062743,0.00730428695678711,0.039400577545166016,0.28413729667663573,0.0014485597610473632,0.0027564048767089845,6.263106518411763,0.5124861673489537,28.313448477139215,1.4151049758334295,7.63345769774544,55.04768702622669,0.2806384987032147,0.5340154733129691,2025-04-13 10:55:06.828577
