optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/grad_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_9,val/train_9,shares/train_9,loss/train_10,val/train_10,shares/train_10,loss/train_11,val/train_11,shares/train_11,loss/train_12,val/train_12,shares/train_12,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-forward,timing/train-forward-stats,timing/train-backward,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-forward,timing_pct/train-forward-stats,timing_pct/train-backward,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at
0.0003,0,1.2141547796772747,621.6472471947646,1.9784750938415527,1.5897422313690186,0.0,0.04377156570553779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04377156570553779,-0.18469035625457764,1.0,1140,1140,0.026586338055875226,13.612205084608116,0.017178328335285188,0.018813516944646835,0.0,0.0,0.1352088351544467,0.3461019992828369,0.0019040107727050781,1.3959050178527832,0.07247471809387207,2.6368706226348877,0.08291077613830566,26.058415412902832,0.08652424812316895,6.64467716217041,0.9272461815006993,0.005101059000483299,3.739786537563191,0.19416792086475254,7.064472961774131,0.22212729408903942,69.81342563071213,0.23180819193668842,17.801979233975903,2025-04-06 08:53:03.495124
0.0003,1,1.4259332692559792,730.0778338590613,0.9734686017036438,0.6997585892677307,0.0,0.01019037002697587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01019037002697587,-0.18349536657333373,1.0,1644,1644,0.026705411756378507,13.673170819265795,,,,,1.4125857046314836,0.18182289600372314,0.0016198158264160156,1.3088324069976807,0.07998371124267578,2.4116727113723755,0.06266343593597412,13.029207706451416,0.04326212406158447,3.372977375984192,0.8872851715215093,0.007904607147745353,6.387026124103024,0.39031586510112154,11.768822752223485,0.30585791841793686,63.581776820733246,0.21111665258913145,16.459933679238183,2025-04-06 08:53:07.147441
0.0003,2,0.20270610531861302,103.78552592312987,0.5160181522369385,0.5002359926700592,0.0,0.005350533686578274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005350533686578274,-0.18409286439418793,1.0,1964,1964,0.026446495217650325,13.540605551436967,,,,,0.20261055159850072,7.322525103886922,0.0016640822092692058,1.232151985168457,0.055953025817871094,2.268382469813029,0.0798188845316569,8.686138470967611,0.028841416041056316,2.2486515839894614,33.3993868174733,0.007590185709838712,5.6200723366198,0.2552120650166371,10.34651059359902,0.3641128698159392,39.61907875030528,0.13155101512831832,10.256514386208357,2025-04-06 08:53:31.928457
0.0003,3,0.10239304697214725,52.425240049739394,0.44116607308387756,0.34516111612319944,0.0,0.0027575374115258455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027575374115258455,-0.18134439885616302,1.0,2638,2638,0.02655963570051901,13.598533478665733,,,,,0.10236643250728568,16.903167247772217,0.0018846392631530762,1.2036845088005066,0.051769137382507324,2.2084760069847107,0.08829271793365479,6.514603853225708,0.021631062030792236,1.686488687992096,58.9371235522388,0.006571266525123716,4.19694732787083,0.18050605554457771,7.700404390364636,0.3078731577211692,22.714796970494284,0.07542211212771191,5.880364946796788,2025-04-06 08:54:20.945958
0.0003,4,0.09508824941962965,48.68518370285038,0.2543197274208069,0.2487080514431,0.0,0.0013044926105067133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013044926105067133,-0.1873193085193634,1.0,3314,3314,0.02622835288857313,13.428916678949443,,,,,0.09505683102625172,23.36219882965088,0.002005481719970703,1.1706389427185058,0.05095453262329101,2.2245269298553465,0.11430549621582031,5.211683082580566,0.01730484962463379,1.3491909503936768,69.73205550763656,0.00598601029108001,3.494151399372698,0.1520903200576906,6.639821725771327,0.3411921966835466,15.555957581418692,0.05165193325230765,4.027097745775787,2025-04-06 08:55:13.681733
0.0003,5,0.1027624508915491,52.61437485647314,0.24234847724437714,0.19090535938739778,0.0,0.000667456624796614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000667456624796614,-0.18122490644454955,1.0,3962,3962,0.026181534094252376,13.404945456257217,,,,,0.10264726764457444,27.074283003807068,0.0018992424011230469,1.1592013438542683,0.04600199063618978,2.1711824337641397,0.12107320626576741,4.343069235483806,0.014420708020528158,1.1243257919947307,75.0906632112997,0.005267558571331213,3.215050891401518,0.1275867577149045,6.021785651023435,0.3358109366624924,12.045524870195573,0.03999590789110467,3.118323368880441,2025-04-06 08:56:02.511484
0.0003,6,0.11614011960479845,59.463741237656805,0.1494261920452118,0.12471282929182052,0.0,0.0003447973693255335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003447973693255335,-0.18516833186149598,1.0,4524,4524,0.02608257610514846,13.354278965836011,,,,,0.11612073151445154,28.871079547064646,0.002320800508771624,1.1681232792990548,0.05431318283081055,2.158163206917899,0.1174405642918178,3.7226307732718333,0.01236060687473842,0.9637078217097691,77.88230258543551,0.006260565600601564,3.1511163462784277,0.1465146369989944,5.82183702677037,0.31681343274802215,10.042127306849803,0.033343835418023646,2.599687484910213,2025-04-06 08:56:45.634312
0.0003,7,0.09476077926953962,48.51751898600428,0.15766271948814392,0.13645131140947342,0.0,0.00036289582203608006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036289582203608006,-0.18576582670211791,1.0,5180,5180,0.02583356282178259,13.226784164752686,,,,,0.09470222191210032,31.41633778810501,0.0024620890617370605,1.1795808672904968,0.054820626974105835,2.1656474471092224,0.1170274019241333,3.257301926612854,0.010815531015396118,0.843244343996048,80.45725734715754,0.00630541136232636,3.0209072120846767,0.14039565407455493,5.546224233725095,0.29971334284208234,8.341951921146897,0.027698580532240263,2.159549201724998,2025-04-06 08:57:38.531664
0.0003,8,0.10220329359260061,52.32808631941151,0.0779455155134201,0.0685567706823349,0.0,0.00010489916312508285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010489916312508285,-0.18875328302383423,1.0,5824,5824,0.025811728679247588,13.215605083774765,,,,,0.10218539818999751,32.99777873357137,0.0023795763651529946,1.1799689133961995,0.05635168817308214,2.150438812043932,0.11584149466620551,2.895379490322537,0.009613805347018771,0.7495505279964871,82.17129966656864,0.0059256377272915986,2.9383668507743974,0.14032736848666674,5.355037788022557,0.2884738529773651,7.210094281457716,0.023940365395026683,1.8665359734827218,2025-04-06 08:58:27.554898
0.0003,9,0.09573180312321429,49.01468319908572,0.08700592815876007,0.07775757685303689,0.0,0.00010102786764036864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010102786764036864,-0.18361486494541168,1.0,6498,6498,0.025742270712368242,13.18004260473254,,,,,0.09564695246884382,34.62149202823639,0.002271127700805664,1.1515458345413208,0.051588797569274904,2.1448944091796873,0.11711022853851319,2.605841541290283,0.008652424812316895,0.6745954751968384,83.67126974830421,0.005488733366314042,2.7829910412544128,0.1246768970525313,5.183659864968713,0.2830324264916043,6.297650902647788,0.020910692406261547,1.6303243063628123,2025-04-06 08:59:19.929469
