optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/gard_max,optim/gard_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-backward,timing/train-forward-stats,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-backward,timing_pct/train-forward-stats,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at,loss/valid_snapshot_0100,loss/valid_snapshot_0200
0.0003,0,39.88573384811426,478.6288061773712,0,0.3520559494694074,0.3520559494694074,0.0,0.0034631506610561962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00346315071949484,0.0059983668819306385,1.0,128,128,0.3414945344276487,4.097934413131784,0.00018947820841921258,0.1755281686782837,0.8930690884590149,0.6176499128341675,2.4608691658125745,0.6863000392913818,0.007561922073364258,0.4946556091308594,0.014573335647583008,0.04087257385253906,6.407254219055176,0.017319202423095703,1.5514042377471924,7.443640740913445,0.08201694303125139,5.365056730361837,0.15806304640367125,0.4433057533100069,69.49336414375398,0.18784483953955808,16.82679587052836,2025-04-13 11:20:23.797138,,
0.0003,1,81.34118544471954,976.0942253366345,0,0.08444204979709216,0.08444204979709216,0.0,0.0003981598887808754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039815988820341846,-0.016158717669664868,1.0,144,144,0.3035593352973878,3.642712023568654,,,,,72.20928796935218,0.34426283836364746,0.006658434867858887,0.36105990409851074,0.014706969261169434,0.04180252552032471,3.203627109527588,0.008659601211547852,0.789945125579834,7.216149691117159,0.13956854287092665,7.568235734706543,0.30827518937479353,0.8762945460200187,67.1517520937084,0.18151531807769858,16.55816904620733,2025-04-13 11:20:24.109580,,
0.0003,2,0.6938542271561071,8.326250725873285,0,0.09198561820778109,0.09198561820778109,0.0,0.0011590901620885624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011590901514633544,-0.01781315758587822,1.0,256,256,0.3054374376728651,3.665249252074381,,,,,0.6930852380176369,10.23753841718038,0.007204850514729817,0.3093002637227376,0.015946070353190105,0.04739260673522949,2.135751406351725,0.005773067474365234,0.5266300837198893,77.05775106315653,0.05423076864645512,2.3280970243508725,0.12002575908771346,0.356739373393132,16.075758985895483,0.0434537657571951,3.9639343209256843,2025-04-13 11:20:54.424615,,
0.0003,3,72.57466225903306,870.8959471083967,0,0.0745115193227927,0.0745115193227927,0.0,0.0012572299761121116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001257229984427492,-0.012727222154064783,1.0,256,256,0.3039632778605908,3.64755933432709,,,,,69.79301011154314,7.67831414937973,0.007557988166809082,0.29467445611953735,0.016606688499450684,0.045056045055389404,1.601813554763794,0.004329800605773926,0.394972562789917,76.45189267980923,0.0752538238163691,2.934032061784281,0.16535045873703771,0.44863984108515226,15.949031987934228,0.04311121488358767,3.9326861853292727,2025-04-13 11:20:54.741528,,
0.0003,4,0.693518966743761,8.322227600925132,0,0.1077734756150416,0.1077734756150416,0.0,0.0015823175531945058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015823175531945058,0.003125036224013283,1.0,368,368,0.3051674057986565,3.662008869583878,,,,,0.6928381192207795,12.146976280212403,0.007570409774780273,0.28051533699035647,0.016774797439575197,0.04705095291137695,1.2814508438110352,0.0034638404846191405,0.3159780502319336,86.15009678339632,0.053691677644066814,1.9895011625497032,0.11897202971371917,0.3337086415937517,9.088444043257418,0.024566623504344853,2.2410136466022594,2025-04-13 11:21:25.066925,,
0.0003,5,0.69305806311747,8.31669675740964,0,0.08701303015862193,0.08701303015862193,0.0,0.0013498424786597578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013498424779668095,0.011917619330305902,1.0,464,464,0.2955384011251853,3.5464608135022235,0.0032348073296723486,0.19889520108699799,0.8202280402183533,0.6496051549911499,0.5496300237910512,15.127314448356628,0.00742642084757487,0.2735653320948283,0.016639232635498047,0.04868694146474203,2.124804933865865,0.0057686567306518555,0.5156784057617188,83.48460037926486,0.04098492027944741,1.509751946092368,0.09182857221184325,0.2686934198233852,11.726370294824726,0.03183605414746602,2.8459361802258787,2025-04-13 11:22:03.289568,,
0.0003,6,81.88169411073503,982.5803293288203,0,0.10648366250097752,0.10648366250097752,0.0,0.0011976825647122627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011976825536250892,0.001393676188493532,1.0,496,496,0.2973307375182079,3.5679688502184943,,,,,73.28142089459851,12.966363089425224,0.007728712899344308,0.26584185872759136,0.01669801984514509,0.047509772436959405,1.8212613718850272,0.004944562911987305,0.44431243624006,83.25293808220248,0.04962363401569328,1.7068869390489099,0.10721273210349964,0.30505120644278444,11.69374628639777,0.03174748286132419,2.8527903690753402,2025-04-13 11:22:03.589640,,
0.0003,7,0.6936964968826165,8.324357962591398,0,0.1330658265699943,0.1330658265699943,0.0,0.0041300931500570315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7913030982017517,3.3100547790527344,0.003968253968253968,0.0,0.0,0.0,0.0009939459428948117,-0.005683084111289674,0.996031746031746,624,624,0.3070927917540731,3.6851135010488774,,,,,0.6933279378675082,15.098793059587479,0.008100569248199463,0.2592170536518097,0.016620278358459473,0.04604962468147278,1.5936037003993988,0.004326492547988892,0.3887733817100525,86.69751490680505,0.046513600151863226,1.4884285309682803,0.09543390819723958,0.264421970762879,9.150498322989225,0.024842790459683014,2.232343070280955,2025-04-13 11:22:33.893874,,
0.0003,8,86.98618478163185,1043.8342173795822,0,0.28672053452048984,0.28672053452048984,0.0,0.015861224887582164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5920118391513824,2.091712315877279,0.023809523809523808,0.0,0.0,0.0,0.0018087701694055544,0.000810516316716264,0.9761904761904762,624,624,0.30659745866492477,3.6791695039790975,,,,,79.5257225044715,13.421232355965508,0.008059395684136285,0.25356682141621906,0.0166068606906467,0.04614064428541395,1.4165366225772433,0.003845771153767904,0.34557633929782444,86.52403260442493,0.05195733122347871,1.634695186084424,0.10706114891275119,0.29746781261578004,9.132131660231451,0.02479292660110072,2.2278623643254667,2025-04-13 11:22:34.172465,,
0.0003,9,0.6939481212066817,8.32737745448018,0,0.4907438769226983,0.4907438769226983,0.0,0.045298739325343854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7327844947576523,-0.0002688765525817871,0.007936507936507936,0.5869264198201043,0.5527364483901432,0.05555555555555555,0.0,0.0,0.0,0.007342132838379781,0.06703264809260934,0.9365079365079365,784,784,0.3268274761042422,3.921929713250906,,,,,0.693348862768769,15.08145887851715,0.00815269947052002,0.24874720573425294,0.016533660888671874,0.04631409645080566,1.274882960319519,0.003461194038391113,0.311018705368042,88.7636996449411,0.04798367140247521,1.464030929313155,0.0973108053388584,0.2725923930091245,7.503473575321757,0.020371264511700675,1.8305371628584592,2025-04-13 11:23:04.473038,,
0.0003,10,91.37490624465089,1096.4988749358106,0,0.5900066651049114,0.5900066651049114,0.0,0.047442755196243525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4519694149494171,-1.2001075506210328,0.01984126984126984,0.35690511101856826,0.4236875742673874,0.07936507936507936,0.0,0.0,0.0,0.011267071630854964,0.07197979033518467,0.9007936507936508,784,784,0.32638498625699014,3.916619835083882,0.005366762742759075,0.47345632314682007,0.3782002329826355,0.39118361473083496,2.675533392655717,13.710584076968106,0.008112517270174894,0.24417196620594372,0.016379941593516956,0.04704804853959517,1.7091718370264226,0.004410570318048651,0.4209959940476851,84.83812507961731,0.05019850000656206,1.5108832485637462,0.1013555313111735,0.2911231355532985,10.575985186203111,0.027291653967071863,2.605037538300407,2025-04-13 11:23:12.338171,,
0.0003,11,81.42856588169057,977.1427905802868,0,0.46328872513203395,0.46328872513203395,0.0,0.021868389853764148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6696276019016901,0.6663081645965576,0.011904761904761904,0.16363681158558888,-1.4396639303727583,0.04365079365079365,0.0,0.0,0.0,0.007151035349346509,0.06050100352834253,0.9444444444444444,800,800,0.3204148459452077,3.8449781513424925,,,,,70.03496485147453,12.568083663781485,0.007856349150339762,0.24276729424794516,0.016398032506306965,0.04736642042795817,1.5667408506075542,0.004043022791544597,0.38703469435373944,84.68892912721695,0.05293931948505235,1.6358661134806967,0.11049670338799995,0.3191782170811889,10.557345766259509,0.027243554372538455,2.607999332018753,2025-04-13 11:23:12.651476,,
