optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/grad_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-forward,timing/train-forward-stats,timing/train-backward,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-forward,timing_pct/train-forward-stats,timing_pct/train-backward,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at,loss/valid_snapshot_0100,loss/valid_snapshot_0200
0.0003,0,2.504417043944019,1282.2615264993378,1.0496598482131958,0.6729270398616791,0.0,0.05749285817146301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6524586186689489,-1.0992945923524744,0.0265625,0.6882611569904146,-0.26442186037699383,0.01640625,0.8638510704040527,-0.6382150876110998,0.02265625,0.0,0.0,0.0,0.009951592588105728,-0.012369311374166737,0.934375,1028,1028,0.0019103544589820318,0.9781014829988003,0.047808718644082544,0.14317820966243744,0.629950761795044,0.5894182324409485,0.241465223140124,0.17087960243225098,0.030335664749145508,0.35878491401672363,0.004038095474243164,1.5987679958343506,7.047553300857544,7.187039136886597,0.03118443489074707,4.449193716049194,0.8184756534223216,0.1453011516538457,1.718500703173956,0.01934158778941019,7.6577465152988085,33.75622784021264,34.42433426814222,0.14936657366071232,21.310690926050682,2025-04-08 17:10:56.800904,,
0.0003,1,0.025081008926552368,12.841476570394812,0.3900068998336792,0.3514384388923645,0.0,0.0403408408164978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5682021476127006,-0.4120764426282934,0.02890625,0.6529149651527405,-0.30909350216388704,0.015625,0.7354537609011628,-0.5765373096909634,0.016796875,0.0,0.0,0.0,0.001450055569125075,-0.013946209333858737,0.938671875,1284,1284,0.001976055020848115,1.0117401706742348,,,,,0.024331571900456175,98.97339463233948,0.03591334819793701,0.35913610458374023,0.0035513639450073242,1.3851878643035889,6.595826506614685,3.5935195684432983,0.015592217445373535,2.234100818634033,87.43524133641895,0.03172662995495,0.3172686164150262,0.0031373518586348655,1.223704973054335,5.826898263379544,3.1745930497903645,0.013774502737533634,1.9736530708357753,2025-04-08 17:14:22.312350,,
0.0003,2,0.007595962616519127,3.889132859657793,0.3748590052127838,0.3237657070159912,0.0,0.034759766235947606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44906513227356804,-0.406479118598832,0.028125,0.4928253965174898,0.04986513929164156,0.018359375,0.6098210721645715,-0.6318446285319779,0.020703125,0.0,0.0,0.0,0.0004895327930998563,-0.010568261246385687,0.9328125,1942,1942,0.001961709046292873,1.004395031701951,,,,,0.007517745698601053,284.76204498608905,0.035211404164632164,0.4051362673441569,0.003406524658203125,1.3816388448079426,6.684564272562663,2.3956797122955322,0.010394811630249023,1.4894005457560222,95.82543968565453,0.011849009885393943,0.1363326385465283,0.0011463315737470737,0.464936083026685,2.2494271597821407,0.8061715590922108,0.0034979640456186075,0.5011990350473033,2025-04-08 17:25:27.420682,,
0.0003,3,0.008465243117935764,4.334204476383111,0.4111495316028595,0.31394519805908205,0.0,0.025190380215644837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6070240139961243,-0.2901139557361603,0.0015625,0.3236934098330411,0.26691877191716973,0.021484375,0.3368019897204179,-0.05593689244527083,0.0203125,0.4429499203304075,0.3694590712493321,0.020703125,0.0,0.0,0.0,0.001363141322275235,-0.006796309665367878,0.9359375,2602,2602,0.002007905363225922,1.028047545971672,,,,,0.008337321288248477,360.791464805603,0.02993077039718628,0.41023486852645874,0.003804445266723633,1.3672876954078674,7.282010138034821,1.7967597842216492,0.007796108722686768,1.1170504093170166,96.7771801652487,0.008028503558901832,0.11003967015362626,0.0010204883455458696,0.3667554821661622,1.9532960088433262,0.4819552631184958,0.002091195308208985,0.2996328884176499,2025-04-08 17:35:27.144554,,
0.0003,4,0.009507781274977723,4.867984012788594,0.5107234716415405,0.37726628184318545,0.0,0.025580788403749465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8040099442005157,0.888886464966668,0.003515625,0.2824733881723313,-0.48123806431179955,0.01640625,0.2343655824661255,-0.5390026974228194,0.020703125,0.315768935707178,-0.5254859281389901,0.034765625,0.0,0.0,0.0,0.002476567903751555,-0.0018879230333673938,0.924609375,3202,3202,0.0020397690880385806,1.0443617730757533,,,,,0.009392915592706942,393.50292162895204,0.024006414413452148,0.39664654731750487,0.0035834312438964844,1.3344703197479248,7.115096092224121,1.4374078273773194,0.006236886978149414,0.8936403274536133,97.22987355790401,0.005931698367920992,0.09800662593104036,0.000885423074637378,0.3297316825978048,1.7580556444764113,0.3551663116718153,0.001541060304635331,0.2208078549579082,2025-04-08 17:44:19.488594,,
0.0003,5,0.010865796187320389,5.563287647908039,0.32980960607528687,0.30057198405265806,0.0,0.023736774921417236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2349730134010315,-1.437793493270874,0.000390625,0.5836528420448304,0.9123067378997802,0.00390625,0.23606816569312675,0.2995168791442621,0.023828125,0.18828922921213612,-0.24786404083515035,0.02265625,0.2069136926106044,-0.8935267195409659,0.03828125,0.0,0.0,0.0,0.003900586485249305,0.009396565857616543,0.9109375,3866,3866,0.0021374572463105698,1.0943781101110117,,,,,0.010736665286768131,404.3459934790929,0.021987756093343098,0.40397214889526367,0.003539125124613444,1.303787350654602,6.8539674282073975,1.1978398561477661,0.005197405815124512,0.7447002728780111,97.46071925358105,0.005299774347189941,0.09737061037995141,0.0008530458709518056,0.3142557487838409,1.6520323866045947,0.28871890859184096,0.0012527462053880123,0.17949732504714874,2025-04-08 17:52:05.203562,,
0.0003,6,0.008440143292121914,4.32135336556642,0.34694626927375793,0.2816035240888596,0.0,0.029344437271356584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665546238422394,-0.07835549116134644,0.0015625,0.670775314172109,1.7033589084943135,0.0046875,0.1922103123699161,0.24222460067529472,0.054296875,0.16106066471192895,-0.2094908167676228,0.016015625,0.13496542771657308,-0.8441474642072405,0.041015625,0.0,0.0,0.0,0.008195726150641035,0.030342289281661872,0.882421875,4600,4600,0.0021751026787375127,1.1136525715136065,,,,,0.008360540848383191,430.9286253111703,0.023395027433122908,0.42142575127737864,0.003494194575718471,1.3202969006129675,6.682448387145996,1.0267198766980852,0.004454919270106724,0.6383145196097237,97.70534635395508,0.005304403383885165,0.09555073989642589,0.0007922460268267416,0.2993536710894836,1.5151256279885688,0.23279033990568399,0.0010100731413476686,0.14472638288113712,2025-04-08 18:02:03.261402,,
0.0003,7,0.010861721895852144,5.561201610676298,0.34307539463043213,0.29051721692085264,0.0,0.03003995567560196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6271976232528687,0.9999788999557495,0.00078125,0.43330538603994584,1.0777633256382413,0.0140625,0.11801335124150375,0.23380429905616432,0.063671875,0.13072192101251512,-0.7074448764324188,0.01640625,0.10654240532925255,-0.484900595012464,0.037109375,0.0,0.0,0.0,0.01134152760063604,0.061348820676898015,0.86796875,5258,5258,0.0022341879928117862,1.1439042523196346,,,,,0.010729221754556139,434.38197588920593,0.023570358753204346,0.4223889112472534,0.0034981369972229004,1.3206380903720856,6.559000790119171,0.8983798921108246,0.003898054361343384,0.5585252046585083,97.7959206323356,0.005306585129793661,0.09509582517956752,0.0007875638197030186,0.29732591368618316,1.4766809273698767,0.2022595169762881,0.0008776004440840338,0.12574528782905647,2025-04-08 18:09:49.292383,,
0.0003,8,0.010858520117426388,5.559562300122311,0.28250500559806824,0.22608147859573363,0.0,0.029153865948319434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32425575256347655,1.0370660509381975,0.02734375,0.07459276717230184,-0.17399727587668312,0.058984375,0.18193424631048133,-0.11048539479573567,0.02109375,0.06801579473088089,-0.590784864518249,0.040234375,0.0,0.0,0.0,0.010926858751627418,0.08034020361826029,0.85234375,5848,5848,0.002256084016028323,1.1551150162065014,,,,,0.010650526699415862,437.06819979349774,0.023028956519232854,0.4235601954989963,0.003481520546807183,1.3351911703745525,6.830644739998712,0.7985599040985107,0.003464937210083008,0.49646684858534074,97.78192721546917,0.005152092399483078,0.09475988467525406,0.0007788939778000407,0.298712113811955,1.5281680796618538,0.1786557028322935,0.0007751839146444072,0.11107073284261243,2025-04-08 18:17:38.760460,,
0.0003,9,0.009528233815706137,4.878455713641542,0.21192151308059692,0.19176477193832397,0.0,0.030551216378808022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8028483986854553,-2.000000476837158,0.000390625,0.2704770319929747,0.834266065437103,0.041796875,0.0809655878819576,-0.10816611886835423,0.057421875,0.13683923603372372,-0.019810996157057743,0.018359375,0.05650785207748413,-1.0088999271392822,0.0390625,0.0,0.0,0.0,0.011345251717978434,0.10177956829477616,0.84296875,6494,6494,0.002266359725258255,1.1603761793322265,,,,,0.009409338755164599,445.65582010746004,0.023812079429626466,0.4197371006011963,0.0034815073013305664,1.3410115480422973,6.811831259727478,0.7187039136886597,0.003118443489074707,0.44682016372680666,97.85507356113071,0.005228547859349677,0.09216395927638024,0.0007644535035875175,0.29445320303090133,1.4957109782746434,0.15780972932366977,0.0006847336066340457,0.09811073482567814,2025-04-08 18:26:30.160414,,
