optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/gard_max,optim/gard_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-backward,timing/train-forward-stats,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-backward,timing_pct/train-forward-stats,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at
0.0003,0,2.679402167385977,1371.8539097016203,0,0.6629076540470124,0.6629076540470124,0.0,0.00953326690942049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00953326690942049,-0.017682724446058274,1.0,1320,1320,0.0026785001238517486,1.3713920634120953,0.003413500662427396,0.13896919786930084,0.8723929524421692,0.6024666428565979,0.29995654878618444,0.2661094665527344,0.026238203048706055,1.8147428035736084,0.021654605865478516,5.244445562362671,5.699100732803345,0.036017417907714844,3.827287435531616,1.5713016881458564,0.15492922246783536,10.715546755044421,0.12786436797360873,30.96697863582574,33.65158977007902,0.21267274063634997,22.59916476503741,2025-04-13 13:04:36.325449
0.0003,1,3.9013928842040015,1997.5131567124488,0,0.21952784359455108,0.21952784359455108,0.0,0.0014356445986777543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014356445986777543,-0.005928003042936325,1.0,1320,1320,0.0026343616601743848,1.348793170009285,,,,,0.7002100277499466,0.13704454898834229,0.035626769065856934,1.5226325988769531,0.01255655288696289,5.553060054779053,2.8495503664016724,0.018008708953857422,1.9307547807693481,1.1364278016358338,0.29543131155361296,12.626273936572156,0.10412392100811808,46.048202050613185,23.629602800297477,0.14933536341144554,16.01058507766138,2025-04-13 13:04:43.493587
0.0003,2,0.010384926445490382,5.317082340091075,0,0.17313097566366195,0.17313097566366195,0.0,0.0004459958174265921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004459958174265921,-0.010316427052021026,1.0,2040,2040,0.002717871695013802,1.3915503078470666,,,,,0.010284692750029436,160.15795294443765,0.033405462900797524,1.426015059153239,0.009612401326497396,5.270791053771973,1.8997002442677815,0.012005805969238281,1.2871698538462322,94.15702610562882,0.01963910617359228,0.8383557274754401,0.005651140677046409,3.0987051913988077,1.1168357374950024,0.007058225740790122,0.7567284877387495,2025-04-13 13:12:49.665913
0.0003,3,0.010374341229898318,5.311662709707939,0,0.1060921460390091,0.1060921460390091,0.0,0.0007199004889116622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007199004889116622,-0.009411778301000595,1.0,2760,2760,0.0027606701853760997,1.413463134912563,,,,,0.010281391713328746,240.16629934310913,0.03625708818435669,1.4978713393211365,0.008403778076171875,5.045708358287811,1.4247751832008362,0.009004354476928711,0.9653773903846741,96.392828998358,0.014552097071455156,0.6011836642677838,0.0033729292796376175,2.0251393989577466,0.5718458874997147,0.0036139758313684153,0.38746259556295626,2025-04-13 13:20:55.990601
0.0003,4,0.010380145219476554,5.314634352371995,0,0.0840651236474514,0.0840651236474514,0.0,0.001585920318029821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001585920318029821,-0.0023260124027729033,1.0,3360,3360,0.002690971225629963,1.377777267522541,,,,,0.010267090671249385,288.1718243598938,0.037634992599487306,1.4877606868743896,0.00742034912109375,5.100300216674805,1.139820146560669,0.007203483581542968,0.7723019123077393,97.11771341080026,0.012683489906112013,0.5013950143553013,0.0025007557243016927,1.718868998579561,0.38413445373926564,0.0024276691712857815,0.26027595151857846,2025-04-13 13:29:02.997950
0.0003,5,0.010381917471164999,5.315541745236479,0,0.06910608038306236,0.06910608038306236,0.0,0.0016807507025077939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016807507025077939,-0.0016473613679409028,1.0,4040,4040,0.0026970592858382466,1.3808943543491823,0.002059233880136162,0.2460309863090515,0.9770422577857971,0.6671652793884277,0.010038274919962132,320.1775785287221,0.03401470184326172,1.4703696966171265,0.006917238235473633,5.0322039524714155,2.122654755910238,0.011994083722432455,1.4332398970921834,96.93862139745531,0.010298467241470124,0.4451767421992431,0.002094298862231003,1.5235761229284341,0.6426659439621931,0.0036313908872727635,0.43393542059459644,2025-04-13 13:37:21.112613
0.0003,6,0.010380247488335539,5.314686714027796,0,0.04129643440246582,0.04129643440246582,0.0,0.0016481897095218302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016481897095218302,-0.0027890756726264955,1.0,4736,4736,0.0027016567366028184,1.383248249140643,,,,,0.0102572390582087,343.03692487307956,0.032646894454956055,1.4682790211268835,0.007077762058803013,5.139035156794956,1.8194183622087752,0.010280643190656389,1.2303762435913086,97.24811353257708,0.009255122898551786,0.41624488383248615,0.0020064866442751203,1.456873913589128,0.515789964933946,0.002914476791566315,0.3488014261695685,2025-04-13 13:45:28.583126
0.0003,7,0.020695080046172282,10.595880983640209,0,0.06479994729161262,0.06479994729161262,0.0,0.006533195404335857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8498205820719401,1.0499969800313314,0.005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0015629357345446153,-0.0011192118489203613,0.994140625,5158,5158,0.00274409644188103,1.4049773782430874,,,,,0.020336832886975437,330.1713791489601,0.031063199043273926,1.469993382692337,0.006801217794418335,5.0302064418792725,1.5919910669326782,0.00899556279182434,1.076579213142395,97.28462461743761,0.009152736576171426,0.4331318928792491,0.0020039711551524666,1.482144823681123,0.4690783729954547,0.002650532434643272,0.3172128513726873,2025-04-13 13:49:34.471746
0.0003,8,0.010383455632762068,5.316329283974179,0,0.12263667732477188,0.12263667732477188,0.0,0.018288611248135567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9062378565470378,2.524857219060262,0.01171875,0.9808431565761566,-1.711784839630127,0.00625,0.0,0.0,0.0,0.0015665145506437751,-0.004047984344767689,0.98203125,5762,5762,0.0027071890946752035,1.3860808164737042,,,,,0.010288411820402589,346.84148091740076,0.03092678387959798,1.4516822232140436,0.006477938758002387,4.9671394030253095,1.4151031706068251,0.00799605581495497,0.9569593005710177,97.51564848601954,0.008695169267611871,0.4081453378007474,0.001821294261483563,1.396528166768783,0.3978610141767037,0.0022481179761524375,0.26905232477696056,2025-04-13 13:57:40.475011
0.0003,9,0.010382293910716836,5.31573448228702,0,0.1111830472946167,0.1111830472946167,0.0,0.025668488070368766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775676308256207,1.9885442473671653,0.012890625,0.8815788234152445,-0.8961464602772783,0.016015625,0.0,0.0,0.0,0.001596652492820881,0.003042608667359847,0.97109375,6478,6478,0.0027249811548770183,1.3951903512970334,,,,,0.010276702631261162,360.1773619890213,0.030135130882263182,1.442714810371399,0.006153988838195801,4.966478538513184,1.2735928535461425,0.007196450233459472,0.861263370513916,97.6712707238674,0.008171908724209106,0.39122888802048894,0.0016688109061818318,1.3467873737535712,0.3453671594009836,0.0019515008803481764,0.23355351197385726,2025-04-13 14:05:47.023320
