optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/grad_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_9,val/train_9,shares/train_9,loss/train_10,val/train_10,shares/train_10,loss/train_11,val/train_11,shares/train_11,loss/train_12,val/train_12,shares/train_12,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-forward,timing/train-forward-stats,timing/train-backward,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-forward,timing_pct/train-forward-stats,timing_pct/train-backward,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at
0.0003,0,1.4997852752070995,767.8900609060349,2.074606418609619,1.683629298210144,0.0,0.04735155031085014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04735155031085014,-0.021431488171219825,1.0,1026,1026,0.0026548896731054734,1.3593035126300024,0.02016483522951603,0.0018372859340161085,0.0,0.0,0.06286060077459808,0.3524346351623535,0.0015521049499511719,0.9915528297424316,0.055112600326538086,2.2770464420318604,0.03750157356262207,22.15931272506714,0.05735039710998535,53.96153497695923,0.4411310554001122,0.0019427196601954047,1.2410946672927041,0.06898266266222881,2.8501055229882852,0.04693950898788261,27.736096382374427,0.07178364065463957,67.54200502744571,2025-04-06 09:19:07.530614
0.0003,1,0.04549294947268881,23.29239013001667,1.1162766218185425,0.8174553751945496,0.0,0.012703878618776799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012703878618776799,-0.024101780354976655,1.0,1286,1286,0.002669256923397877,1.366659544779713,,,,,0.04548955214341689,53.59798562526703,0.0013818740844726562,1.0676957368850708,0.04567289352416992,2.0830410718917847,0.026730895042419434,11.07965636253357,0.028675198554992676,27.00743067264557,56.455613332685125,0.0014555500188549832,1.1246209531076863,0.048107987389919546,2.1941003927465914,0.02816813244304324,11.670378805567347,0.030204044106752235,28.447357589599378,2025-04-06 09:20:57.522678
0.0003,2,0.01091371740134488,5.587823309488579,0.5712702870368958,0.5305703163146973,0.0,0.005920215137302875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005920215137302875,-0.019396978616714477,1.0,1926,1926,0.0026884733966659044,1.376498379092943,,,,,0.010913609070291406,187.38293933868408,0.0014189084370930989,1.058671474456787,0.038981358210245766,2.0978707472483316,0.04129981994628906,7.38643757502238,0.019116799036661785,18.004953781763714,86.7386338635966,0.0006568056827656907,0.49005377826189295,0.0180442775059308,0.9710939708861583,0.01912053532238611,3.4191453428861442,0.008849071522396834,8.334403864722454,2025-04-06 09:28:35.725318
0.0003,3,0.010996460903216048,5.630187982446617,0.4301557242870331,0.3443971574306488,0.0,0.0028421499999240043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028421499999240043,-0.019651291891932487,1.0,2566,2566,0.0027032190905752784,1.3840481743745425,,,,,0.010995299006245126,253.38293159008026,0.0014661550521850586,1.066833734512329,0.03077542781829834,2.122378706932068,0.06703156232833862,5.539828181266785,0.014337599277496338,13.503715336322784,91.89554061204447,0.0005317371233181396,0.3869134442519604,0.011161464425333839,0.7697327417955008,0.02431310603004342,2.009154690967671,0.005199882361515648,4.897453878661809,2025-04-06 09:36:10.568060
0.0003,4,0.01076269996203983,5.510502380564393,0.266985148191452,0.2576886355876923,0.0,0.0014027624391019344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014027624391019344,-0.020922859758138658,1.0,3210,3210,0.0027039042267817674,1.384398964112265,,,,,0.01076234990649407,294.911745262146,0.0014887332916259765,1.1024380683898927,0.04237608909606934,2.1362762451171875,0.07902307510375976,4.431862545013428,0.01147007942199707,10.802972269058227,94.06483490099424,0.00047484528350653655,0.35163284120639926,0.013516246431719274,0.6813851110651485,0.025206693660856132,1.413583640861855,0.0036584881560834,3.445708145756293,2025-04-06 09:43:55.230367
0.0003,5,0.010418325222982599,5.33418251416709,0.241082102060318,0.20175882577896118,0.0,0.0007266695203725249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007266695203725249,-0.023084525018930435,1.0,3852,3852,0.0026881635438843468,1.3763397344687855,,,,,0.010418139709855024,325.21067734559375,0.0015328327814737956,1.1114847262700398,0.04512850443522135,2.115524649620056,0.08106156190236409,3.69321878751119,0.009558399518330893,9.002476890881857,95.29406138602566,0.0004491545676314044,0.32569008680563905,0.013223669367225287,0.6198964236660401,0.02375434417787088,1.0821963802717163,0.0028008265838210286,2.6379287189095617,2025-04-06 09:51:55.274827
0.0003,6,0.01062946190105369,5.442284493339489,0.13553309440612793,0.12625479996204375,0.0,0.00031151361763477327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031151361763477327,-0.02867942564189434,1.0,4494,4494,0.0026848565833991695,1.3746465707003748,,,,,0.01062931213958793,345.46781492233276,0.0016147409166608537,1.1331442764827184,0.05634066036769322,2.098449230194092,0.08079154150826591,3.1656161035810197,0.00819291387285505,7.716408763613019,96.03574233594985,0.00044887782859488756,0.3149999712425189,0.01566200065069874,0.5833427047937845,0.022459968431008993,0.8800017811395474,0.0022775278381606283,2.1450653628842575,2025-04-06 09:59:45.725807
0.0003,7,0.009916143737498245,5.077065593599102,0.1425301730632782,0.13014543205499648,0.0,0.0003483081643935293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003483081643935293,-0.02384746503084898,1.0,5134,5134,0.002657292342988037,1.360533679609875,,,,,0.009915939336295197,364.87007427215576,0.0015833675861358643,1.1477477550506592,0.055455416440963745,2.116240531206131,0.0821397602558136,2.7699140906333923,0.007168799638748169,6.751857668161392,96.57701590305123,0.00041909963937617644,0.3037959564465104,0.014678426687123882,0.5601451306870657,0.021742135796556955,0.7331651895947259,0.001897500851771017,1.7871409890052545,2025-04-06 10:08:10.110536
0.0003,8,0.00996464163267854,5.101896515931412,0.0913257971405983,0.07875774800777435,0.0,0.00016312818333972246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016312818333972246,-0.019142664037644863,1.0,5770,5770,0.002635872422348746,1.3495666802425579,,,,,0.009964267410454265,379.7379944589403,0.0016281869676378039,1.1469060050116644,0.05680057737562391,2.090064975950453,0.09116776784261067,2.462145858340793,0.006372266345553928,6.001651260587904,96.97219164956772,0.00041578367445708304,0.29288085612949327,0.014504939077595175,0.5337316369848563,0.023281903656801495,0.6287484621716699,0.0016272604857030205,1.5326179754144376,2025-04-06 10:16:32.007561
0.0003,9,0.009614042653348236,4.922389838514297,0.07896348088979721,0.06967469602823258,0.0,8.078175160335377e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.078175160335377e-05,-0.025119033455848695,1.0,6412,6412,0.002611411549782235,1.3370427134885043,,,,,0.009613153045275201,393.4043934106827,0.0016176939010620118,1.1660586833953857,0.06229155063629151,2.1001402854919435,0.10129587650299073,2.215931272506714,0.005735039710998535,5.401486134529113,97.26682831204955,0.00039996491541920766,0.2883008722304567,0.015401204619254212,0.5192468310004813,0.025045386716063097,0.5478754438037226,0.0014179534653802198,1.3354843852206277,2025-04-06 10:25:12.253138
