optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/grad_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-forward,timing/train-forward-stats,timing/train-backward,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-forward,timing_pct/train-forward-stats,timing_pct/train-backward,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at
0.0003,0,3.1359694901405804,1605.6163789519771,0.8734535574913025,0.7325099468231201,0.0,0.3050153315067291,0.0,0.0,0.0,0.44153618812561035,-0.0030296146869659424,0.00078125,0.5286052644252777,0.4040372085571289,0.009765625,0.23665319564025525,0.5442870255839618,0.13515625,0.6371523563126872,-0.653238246315404,0.051953125,0.776638789054675,1.4165030870682154,0.03046875,0.6447932823844578,-0.22995651977649634,0.1078125,0.8781508934207078,0.08178273410331913,0.16015625,0.0,0.0,0.0,0.0011900415631415423,-0.004603429080903992,0.50390625,1082,1082,0.0053566675673710476,2.7426137944939764,0.2806988824903965,0.5688676834106445,0.35863399505615234,0.45405346155166626,0.012459426119386177,0.2824892997741699,0.03715038299560547,0.28418898582458496,0.007223606109619141,1.2620999813079834,4.942569971084595,5.399797201156616,0.025835275650024414,389.3436858654022,0.0703435796162482,0.00925093773857851,0.0707668239695939,0.0017987736593726845,0.3142796225902265,1.2307654291607173,1.3446210693106269,0.00643332604473178,96.95174073813853,2025-04-07 09:39:00.609691
0.0003,1,4.510486389620568,2309.369031485731,1.1107985973358154,1.052694821357727,0.0,0.26776984333992004,0.0,0.0,0.0,0.1536891983955034,0.027876037838203565,0.00546875,0.39300514459609986,0.406970739364624,0.01171875,0.21795143139590123,0.6564555623728758,0.12265625,0.5451206959469218,-0.5375037025397932,0.05546875,0.7044380659698158,1.0367669751567226,0.036328125,0.5178724590100741,-0.33642553028307465,0.10390625,0.7077357265927376,0.09539142661138413,0.1703125,0.0,0.0,0.0,0.010960880287079942,-0.004586094924112554,0.494140625,2178,2178,0.005348438734100458,2.7384006318594345,,,,,0.90550467648257,0.1418977975845337,0.03159141540527344,0.27279460430145264,0.005158066749572754,1.038855791091919,4.67908501625061,2.699898600578308,0.012917637825012207,194.68318045139313,0.06970625090109994,0.015519050796042,0.1340083458347908,0.002533862407527098,0.5103302775420024,2.2985680813961418,1.3263053582443565,0.006345694708499015,95.63668255445897,2025-04-07 09:39:06.152008
0.0003,2,5.198777471018978,2661.774065161717,1.1786748170852661,1.0254735946655273,0.0,0.20081592798233033,0.0,0.0,0.0,0.1408124464408805,0.03379540191963315,0.0046875,0.31796595374388353,0.40203563017504557,0.0109375,0.24976259908634862,0.26895062509295226,0.18046875,0.4137215865285773,-0.7893947216502407,0.04453125,0.535692548751831,0.7986405491828918,0.03125,0.4225881110687959,-0.3468849285407,0.084765625,0.4866598066815201,-0.06387078251586453,0.155078125,0.0,0.0,0.0,0.010544358634948731,0.028910928058624268,0.48828125,2182,2182,0.005322223968595356,2.724978671920822,,,,,0.9637798092332237,0.09479133288065593,0.03153395652770996,0.2543150583902995,0.004652738571166992,0.9281798203786215,4.532230695088704,1.7999324003855388,0.008611758550008139,129.78878696759543,0.06896772235062341,0.022943291251721034,0.18503305949635035,0.0033852122572248927,0.6753196331137118,3.297535288673967,1.309584265430386,0.006265692807330201,94.4309648549315,2025-04-07 09:39:11.350337
0.0003,3,0.03759956110992042,19.250975288279253,0.9022336006164551,0.8140572547912598,0.0,0.15400126725435256,0.0,0.0,0.0,0.2557052633414666,0.05099219083786011,0.005859375,0.3750683069229126,0.1931825463588421,0.01015625,0.23695099252593943,0.19032840534462792,0.230078125,0.30588340759277344,-0.5808105687482641,0.042578125,0.4969137714755151,0.951781157524355,0.02421875,0.3388614845275879,-0.12457479272569928,0.068359375,0.30894203900603806,-0.10512326567592126,0.135546875,0.0,0.0,0.0,0.008438286708070081,0.07460510913845793,0.483203125,2574,2574,0.005359891549706427,2.744264473449691,,,,,0.036230487640441726,33.04624629020691,0.028137803077697754,0.24994027614593506,0.004251241683959961,0.9008967280387878,4.6585341691970825,1.349949300289154,0.0064588189125061035,97.34159022569656,24.01860983243849,0.020451064478856966,0.18166111580243746,0.0030898793894389314,0.6547880452157888,3.385908367985188,0.9811675811066989,0.004694386469056588,70.74962933968604,2025-04-07 09:41:29.365627
0.0003,4,0.019385532549859252,9.925392665527937,0.645427942276001,0.5955420017242432,0.0,0.1061363935470581,0.0,0.0,0.0,0.08946070522069931,0.08794653229415417,0.001953125,0.20533274257412323,0.5328485048734225,0.01015625,0.16037785521650735,0.19346043747083275,0.220703125,0.23936082257164848,-0.7510200844870674,0.03515625,0.44030989771303924,0.5183388150256613,0.026953125,0.29178697225209826,-0.4410019230198216,0.072265625,0.19815174579620362,0.05570075670878093,0.1171875,0.0,0.0,0.0,0.0075452652844515715,0.10313981518600926,0.515625,3324,3324,0.005406026988324417,2.7678858180221013,,,,,0.019134126244965962,77.84256105422973,0.024309062957763673,0.23570308685302735,0.004128074645996094,0.8613810062408447,4.40716586112976,1.0799594402313233,0.005167055130004883,77.87327218055725,47.9522031440298,0.01497475300664397,0.14519669123652407,0.0025429568521084466,0.5306238185932013,2.7148822311274583,0.6652714628595998,0.0031829846538294526,47.97112166557502,2025-04-07 09:45:50.690254
0.0003,5,0.025161410567811637,12.882642210719558,0.5509599447250366,0.5166680932044982,0.0,0.09190409630537033,0.0,0.0,0.0,0.22492599961432544,0.061774230816147545,0.004296875,0.31902792426231114,0.4032713919878006,0.008984375,0.11826285989113686,0.20115825320329994,0.25078125,0.25012272688058707,-0.7713858109254104,0.025390625,0.3588130226135254,0.5275227661132813,0.048828125,0.2592735416010806,0.00682888493726128,0.059375,0.12672660137428848,0.08493728257338824,0.100390625,0.0,0.0,0.0,0.012801537346747134,0.17337200149951743,0.501953125,3910,3910,0.00544300508791604,2.7868186050130124,,,,,0.02468164140706517,97.8285922606786,0.024714549382527668,0.23260390758514404,0.00415654977162679,0.8360029458999634,4.31843113899231,0.8999662001927694,0.004305879275004069,64.89439348379771,57.87195843592068,0.014620259185749721,0.13760030028778025,0.002458868824151601,0.494549973779765,2.5546327653214194,0.5323883879725791,0.0025472069123628543,38.38924342702764,2025-04-07 09:49:13.280569
0.0003,6,0.02532412833733616,12.965953708716114,0.4691314995288849,0.41648830771446227,0.0,0.08892107754945755,0.0,0.0,0.0,0.20792598809514726,0.2710719789777483,0.002734375,0.3235312595702054,0.5193603582549513,0.022265625,0.08395900561891753,0.21438199322799156,0.2265625,0.21982621305129108,-0.4280179809121525,0.033203125,0.28833580017089844,0.39358090213611363,0.081640625,0.2524481224857904,-0.2015039110495374,0.059765625,0.09082169843756634,-0.0772859635560409,0.08984375,0.0,0.0,0.0,0.016613403763667146,0.1964008648420554,0.483984375,4536,4536,0.005522110160662161,2.8273204022590264,,,,,0.024845432802133752,111.92452314921788,0.02820743833269392,0.22851668085370744,0.004039321626935687,0.8138976437704903,4.246638332094465,0.7713996001652309,0.003690753664289202,55.62376584325518,64.45606224489619,0.016244343507429947,0.13160016224028534,0.002326199468063057,0.468714413175605,2.4455913541861434,0.444240272327536,0.0021254631355350643,32.033095273575356,2025-04-07 09:52:34.532601
0.0003,7,0.019097367838204083,9.77785233316049,0.5631141066551208,0.41125388741493224,0.0,0.08364609032869338,0.0,0.0,0.0,0.07925638444721698,0.6185489296913147,0.001953125,0.35110842129763437,0.46682731544270234,0.0265625,0.09058407458889,0.25256456647600445,0.221484375,0.254369815875744,-0.6023116399501932,0.02265625,0.23680772054355775,0.43518812667094003,0.087109375,0.22558116515477497,-0.13685747881730398,0.046875,0.07004165754909009,0.048040825708777504,0.08828125,0.0,0.0,0.0,0.021686349280195832,0.2099741340513296,0.505078125,5282,5282,0.0055168490588439825,2.824626718128119,,,,,0.01861114447917563,130.53548002243042,0.02801412343978882,0.23968607187271118,0.0039727091789245605,0.794779509305954,4.5721127688884735,0.674974650144577,0.0032294094562530518,48.67079511284828,70.36078972338476,0.015100077375846198,0.12919476987989795,0.0021413561670929615,0.42839934339017993,2.4644452906189436,0.36382253636541634,0.001740705282909187,26.234366166322076,2025-04-07 09:57:03.205601
0.0003,8,0.025275499518281123,12.941055753359935,0.7255797982215881,0.45537775158882143,0.0,0.08432440757751465,0.0,0.0,0.0,0.2095922890584916,0.9380103526636958,0.003125,0.25597530603408813,0.5087673609906976,0.034375,0.09352153708577639,0.28378150530672264,0.19296875,0.2481149251644428,-0.6943670969742995,0.0203125,0.1979378443775755,0.4560630682742957,0.103125,0.2095754405102098,-0.18017932305853052,0.06484375,0.05929595735337999,0.2119968753390842,0.087890625,0.0,0.0,0.0,0.02547869905062545,0.2208348936441864,0.493359375,5850,5850,0.005507315317916681,2.819745442773341,,,,,0.02483824351395692,137.9006084865994,0.030682987636990018,0.237283017900255,0.003869003719753689,0.7868008878495958,4.4528168307410345,0.5999774667951796,0.002870586183336046,43.26292898919847,73.63423721256227,0.016383672377136678,0.1267010654871614,0.0020659164655122855,0.420124928024532,2.3776532170174494,0.320367571956592,0.0015327954407352057,23.100933423440576,2025-04-07 10:00:24.519737
0.0003,9,0.02467262418373504,12.632383582072341,0.5631581544876099,0.43056610226631165,0.0,0.08348651826381684,0.0,0.0,0.0,0.249403287257467,0.6546397634914943,0.00546875,0.2983400568049005,0.5375321925954616,0.03671875,0.08415227229368753,0.11729244146933103,0.209765625,0.26682261909757343,-0.09329491002219063,0.021875,0.18481116738879247,0.3400039759724729,0.096484375,0.21688353868178378,0.12675175843415437,0.06328125,0.044945489957136806,0.1630635520686274,0.080859375,0.0,0.0,0.0,0.025720702192041055,0.21813076384491434,0.485546875,6450,6450,0.005523351030994286,2.8279557278690746,,,,,0.024186431425948025,144.2837946176529,0.030157089233398438,0.23155908584594725,0.0038135766983032225,0.7792088985443115,4.415852808952332,0.5399797201156616,0.0025835275650024415,38.936636090278625,76.25042805250514,0.01593727811884763,0.12237326764235254,0.002015381259047526,0.41179269102100163,2.3336697372439104,0.28536596855939345,0.0013653306196923407,20.577052167749965,2025-04-07 10:03:51.256290
