optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/grad_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-forward,timing/train-forward-stats,timing/train-backward,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-forward,timing_pct/train-forward-stats,timing_pct/train-backward,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at
0.0003,0,68.68030368854578,549.4424295083662,19.682373046875,8.535866444930434,0.8125,0.49218912585638463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49218912585638463,-0.023438431322574615,1.0,180,180,6.036035909268195,48.28828727414556,3.3346847212989416e-06,3.814697265625e-06,0.0,0.0,4.002983170663286,0.25616002082824707,0.003094911575317383,0.052329063415527344,0.018084287643432617,0.38164710998535156,0.014094829559326172,7.200665712356567,0.017083168029785156,0.3069734573364258,3.104916296204969,0.03751343146540176,0.6342807173370495,0.21919969879687148,4.625945638830065,0.17084346671070189,87.27928831958809,0.20706512528764864,3.7209474703863283,2025-03-31 10:01:45.486073
0.0003,1,159.14095156564764,1273.1276125251811,2.1168346405029297,0.6915609675925225,0.0,0.0017310732835227327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017310732835227327,-0.023438153555616736,1.0,562,562,6.124230422988425,48.9938433839074,,,,,156.3733263739695,0.12832260131835938,0.0031757354736328125,0.05203843116760254,0.018396735191345215,0.2492504119873047,0.014072537422180176,3.6003328561782837,0.008541584014892578,0.1603083610534668,3.0304472943052256,0.07499769233654686,1.2289317806183486,0.43445453732931394,5.886260322430996,0.3324137581840257,85.02492039991617,0.2017167661898745,3.7858181958432477,2025-03-31 10:01:45.704370
0.0003,2,151.35966403043935,1210.8773122435148,0.34891974925994873,0.12881145864957944,0.0,6.747734829914975e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.747734829914975e-05,0.007811925373971462,1.0,564,564,6.02754826349939,48.22038610799512,,,,,149.0817775487173,0.08576194445292155,0.0034443537394205728,0.05151510238647461,0.01862017313639323,0.20799676577250162,0.01788218816121419,2.400221904118856,0.005694389343261719,0.1068722407023112,2.9593367025119495,0.11885227769173262,1.7776011749551917,0.6425153035085875,7.177221399081474,0.6171351043845223,82.82303789102201,0.1964929257306882,3.687777211763847,2025-03-31 10:01:45.931797
0.0003,3,156.74202759089428,1253.9362207271543,0.06885579228401184,0.025807394886214752,0.0,2.8313172453220403e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8313172453220403e-06,-0.10937550594098866,1.0,576,576,6.040876660571578,48.32701328457262,,,,,153.6294196963072,0.06447935104370117,0.0036045312881469727,0.05141305923461914,0.018718361854553223,0.18572354316711426,0.020794391632080078,1.8001664280891418,0.004270792007446289,0.0801541805267334,2.892323424418986,0.16168696039903876,2.3062142087091657,0.8396417703084786,8.330923709270339,0.9328161739025207,80.7493165414466,0.19157314030016084,3.595442729339104,2025-03-31 10:01:46.151910
0.0003,4,149.79189043199543,1198.3351234559634,0.012197740375995636,0.005571300371229881,0.0,1.3523199965392863e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3523199965392863e-07,-0.039063051575794816,1.0,588,588,6.050839668109711,48.40671734487769,,,,,147.80027794234567,0.05168652534484863,0.0037697792053222657,0.05196533203125,0.019242334365844726,0.17241592407226564,0.022141647338867188,1.4401331424713135,0.003416633605957031,0.06412334442138672,2.826104196838834,0.20612313871431168,2.8413487260713293,1.0521280265110684,9.427319081162404,1.210731618484923,78.74327575302009,0.18681392313438058,3.506121790457798,2025-03-31 10:01:46.381328
0.0003,5,145.27504770605063,1162.200381648405,0.004913258831948042,0.0018600957719172584,0.0,1.5808997416710824e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5808997416710824e-08,0.015624398132786155,1.0,600,600,6.056697438222891,48.453579505783125,,,,,142.34762808268647,0.04321571191151937,0.0037626028060913086,0.0536346435546875,0.01936360200246175,0.16416879494984946,0.023122310638427734,1.200110952059428,0.0028471946716308594,0.0534361203511556,2.763747389287886,0.24062738347462587,3.4300628068594134,1.2383483255137202,10.498984243835702,1.478807987211695,76.74994495985457,0.1820848597062372,3.4173667766147258,2025-03-31 10:01:46.618711
0.0003,6,139.86622551752527,1118.9298041402021,0.0013339373981580138,0.00043303218922119413,0.0,1.0208823369994846e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0208823369994846e-09,-0.05468796263448894,1.0,604,604,5.97822379689101,47.82579037512808,,,,,137.98102240507603,0.03710542406354632,0.003802708217075893,0.05437922477722168,0.020159006118774414,0.1592461041041783,0.02365367753165109,1.0286665303366525,0.0024404525756835938,0.04580238887241909,2.6980721089175463,0.2765089265998662,3.9541138089329047,1.4658356163620432,11.579371015985078,1.7200352099616623,74.79813382876749,0.17745429930436382,3.3304604665568793,2025-03-31 10:01:46.862036
0.0003,7,148.3606522584981,1186.8852180679849,0.00033133887336589396,0.00010743244297373167,0.0,5.836146843574141e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.836146843574141e-11,-0.05468797474168241,1.0,612,612,5.9492521027497824,47.59401682199826,,,,,146.02803759670903,0.03255581855773926,0.0038012564182281494,0.05470836162567139,0.01979956030845642,0.15498769283294678,0.023940682411193848,0.9000832140445709,0.0021353960037231445,0.0400770902633667,2.642324021552436,0.3085209216334353,4.440288234403016,1.606989353575128,12.579247641743954,1.9431455489438494,73.05334662828541,0.17331489135060962,3.2527721006002794,2025-03-31 10:01:47.094105
0.0003,8,156.26609229192985,1250.1287383354388,8.395245095016435e-05,2.1814441502954196e-05,0.0,3.171102269661219e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.171102269661219e-12,-5.541369318962097e-07,1.0,624,624,5.963226047689446,47.70580838151557,,,,,153.73535354460944,0.02898838784959581,0.003811650806003147,0.05472940868801541,0.019501474168565538,0.15066001150343153,0.02449684672885471,0.8000739680396186,0.0018981297810872395,0.03562408023410373,2.5887457025840797,0.3403912868486535,4.887492270393476,1.7415372565684912,13.454368671840937,2.1876879518236434,71.44888695632771,0.1695084024413922,3.1813319558518445,2025-03-31 10:01:47.313764
0.0003,9,4.083637922748262,32.6691033819861,1.9232571503380314e-05,7.4927171809235915e-06,0.0,3.2145119899240626e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2145119899240626e-13,-0.07812542002648115,1.0,946,946,5.649420221791051,45.19536177432841,,,,,4.082105170763201,0.7892378807067871,0.0037468433380126952,0.054593992233276364,0.019479584693908692,0.14750971794128417,0.02447543144226074,0.7200665712356568,0.0017083168029785156,0.03206167221069336,44.02065034090157,0.20898449567205998,3.045042694431694,1.0864962358732846,8.22752413957016,1.3651892166181356,40.1625410150744,0.09528333407927536,1.7882766352618582,2025-03-31 10:01:55.166025
