optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/gard_max,optim/gard_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-backward,timing/train-forward-stats,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-backward,timing_pct/train-forward-stats,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at,loss/valid_snapshot_0100
0.0003,0,2.3904101461851557,1223.8899948467997,0,0.7086876630783081,0.7086876630783081,0.0,0.00949576385319233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00949576385319233,-0.01668292358517647,1.0,1320,1320,0.002678031724278767,1.3711522428307288,0.0024089987576007845,0.22017152607440948,0.6826192140579224,0.6125221848487854,0.28761783727830825,0.20508861541748047,0.03455853462219238,2.032118797302246,0.019154787063598633,5.716066122055054,5.943469524383545,0.03316998481750488,3.6056199073791504,1.1659879885417432,0.1964752465126146,11.553182043386876,0.1089004945192445,32.49748615475076,33.79034014924872,0.1885809399931528,20.499044349298035,2025-04-14 21:07:04.607272,
0.0003,1,3.460740521690686,1771.8991471056313,0,0.21434469819068908,0.21434469819068908,0.0,0.0009092394204344601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009092394204344601,-0.007121396064758301,1.0,1320,1320,0.0026321187789886203,1.3476448148421736,,,,,0.6990322122162641,0.10880982875823975,0.04594409465789795,1.7068240642547607,0.01148080825805664,5.713058948516846,2.9717347621917725,0.01658499240875244,1.8242264986038208,0.8775928188651693,0.3705566675471818,13.766187843051911,0.09259710264248959,46.07802699661666,23.96817563848982,0.1337642968926399,14.713083307164315,2025-04-14 21:07:11.792802,
0.0003,2,0.010382252591029224,5.3157133266069625,0,0.14573491364717484,0.14573491364717484,0.0,0.00030209319083951414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030209319083951414,-0.010569822043180466,1.0,2040,2040,0.0027163714953613964,1.390782205625035,,,,,0.01025935983781747,160.13850084940592,0.043599843978881836,1.5874385039011638,0.008827129999796549,5.737277507781982,1.9811565081278484,0.011056661605834961,1.2161509990692139,93.7996357952894,0.025538202644949576,0.9298273227459195,0.005170409206448251,3.3605579966128376,1.1604439777453361,0.006476336585131248,0.7123491239127133,2025-04-14 21:15:19.166218,
0.0003,3,0.010383508915133666,5.316356564548437,0,0.1292118974030018,0.1292118974030018,0.0,0.0007974885636940598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007974885636940598,-0.010104482620954513,1.0,2640,2640,0.0026386565881667203,1.3509921731413608,,,,,0.01027300807785525,240.15364408493042,0.04406619071960449,1.5130212306976318,0.007715761661529541,5.600701332092285,1.4858673810958862,0.00829249620437622,0.9121132493019104,96.16707823345858,0.01764585678693279,0.6058739254854939,0.003089698089580612,2.2427443657994015,0.5950004432656398,0.003320645557037155,0.36524645102770287,2025-04-14 21:23:25.898190,
0.0003,4,0.01038009538822164,5.314608838769479,0,0.11486706286668777,0.11486706286668777,0.0,0.0014995213830843567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014995213830843567,-0.0025793865323066713,1.0,3360,3360,0.0026884449252955944,1.3764838017513443,,,,,0.010289685671556916,288.1621663093567,0.04192285537719727,1.5015735149383544,0.0067652702331542965,5.3300158977508545,1.188693904876709,0.0066339969635009766,0.7296905994415284,97.03492836870674,0.01411698600353665,0.5056356992609802,0.0022781183278734792,1.7948153592292344,0.4002774874623938,0.0022339137312719225,0.2457139879081632,2025-04-14 21:31:31.831383,
0.0003,5,0.010380646631040045,5.314891075092503,0,0.10419243797659875,0.10419243797659875,0.0,0.001587235345505178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001587235345505178,-0.005418235063552856,1.0,3960,3960,0.0026425054172769455,1.352962773645796,0.0013649883889593185,0.2032107561826706,0.8269906044006348,0.6595172882080078,0.010058820225581756,320.1673823595047,0.040183583895365395,1.4905554850896199,0.0061724185943603516,5.4338780244191485,1.9989150762557983,0.010051965713500977,1.1733945210774739,96.92627261620268,0.01216502748854302,0.4512451775463747,0.001868614856920416,1.6450318545149192,0.6051440536820673,0.0030430944023570497,0.3552294056057969,2025-04-14 21:39:48.918484,
0.0003,6,0.010381413336466125,5.315283628270656,0,0.05539093986153602,0.05539093986153602,0.0,0.0015106766019016503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015106766019016503,-0.005046731233596802,1.0,4800,4800,0.002738049339834604,1.4018812619953172,,,,,0.010238559137771107,343.02990545545305,0.0402961117880685,1.4756971427372523,0.005763871329171317,5.617982796260288,1.7133557796478271,0.008615970611572266,1.0074072224753243,97.20341525408321,0.011418595361415925,0.4181641305130499,0.001633291935688978,1.5919522230968166,0.48550878707197487,0.0024414832522011605,0.2854661387210981,2025-04-14 21:47:57.285639,
0.0003,7,0.020695645820173976,10.596170659929076,0,0.10709412097930908,0.10709412097930908,0.0,0.00815683405380696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7503111880758534,2.5479015682054604,0.008984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014285912041970487,-0.0008783339044452889,0.991015625,5396,5396,0.002869877366407514,1.4693772116006472,,,,,0.020323127741794726,330.16475263237953,0.04055580496788025,1.4721644520759583,0.005501538515090942,5.470730900764465,1.4991863071918488,0.007538974285125732,0.8814813196659088,97.23829071361229,0.011944270616864604,0.43357370472734363,0.0016202825929701738,1.6112096388981063,0.4415320315397327,0.002220336869319738,0.2596089865344585,2025-04-14 21:52:03.328951,
0.0003,8,0.010387204623675464,5.318248767321838,0,0.17695492506027222,0.17695492506027222,0.0,0.032764215394854544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707098785488085,1.6330876295593963,0.033984375,0.0,0.0,0.0,0.9348073212996774,0.6065318480781887,0.008984375,0.0,0.0,0.0,0.0016424742523504763,-0.0022606603466734593,0.95703125,6000,6000,0.0028182901800454,1.4429645721832447,,,,,0.010281270183190465,346.83458087179395,0.04360546006096734,1.4302665922376845,0.005280441708034939,5.415503448910183,1.332610050837199,0.006701310475667317,0.7835389508141412,97.46593945512406,0.012253815982051934,0.401927272457455,0.0014838866716173507,1.521841310952728,0.3744842576127072,0.001883173008440048,0.2201866946162781,2025-04-14 22:00:09.664403,
0.0003,9,0.010381654137496702,5.3154069183983115,0,0.20713130235671998,0.20713130235671998,0.0,0.04681119546294212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6195120414098104,1.7300758043924966,0.046875,0.0,0.0,0.0,0.8038193352368413,-0.6337524530838947,0.019140625,0.0,0.0,0.0,0.002554609305885535,-0.0020477809650735444,0.933984375,6822,6822,0.002868690682082212,1.4687696292260926,,,,,0.010281367357674544,360.17130372524264,0.04155788421630859,1.4269603967666626,0.005084633827209473,5.34497184753418,1.199349045753479,0.006031179428100586,0.705185055732727,97.63374071052245,0.011265338604399815,0.3868144961609177,0.001378321414169145,1.4488928988869514,0.32511455672169626,0.0016349070633095535,0.19115863527224988,2025-04-14 22:08:15.998224,
